sentence, entity type + position
The coalition force fired at her car at the checkpoint in Bagdad.,"[[58, 64, 'GPE']]"
"On cloudy days, you can hear distant sounds better than in clear weather.","[[3, 14, 'DATE']]"
"Heat sesame oil in the pan on a medium flame, add the chicken meat, the garlic and fry, when the colour changes pour in the Chinese soup, add the Chinese cabbage and boil.","[[124, 131, 'NORP'], [146, 153, 'NORP']]"
"Heat sesame oil in the pan on a medium flame, add the chicken meat, the garlic and fry, when the colour changes pour in the Chinese soup, add the Chinese cabbage and boil.","[[124, 131, 'NORP'], [146, 153, 'NORP']]"
The two roads cross there.,"[[4, 7, 'CARDINAL']]"
The 'gold' yearned for by the Japanese synchronized swimming world was not quite reached.,"[[30, 38, 'NORP']]"
"In Japan there are a lot of translations from English to Japanese and from Japanese to English, but there isn't much real demand for Japanese to Spanish or Spanish to Japanese.","[[3, 8, 'GPE'], [46, 53, 'LANGUAGE'], [57, 65, 'LANGUAGE'], [75, 83, 'LANGUAGE'], [87, 94, 'LANGUAGE'], [133, 141, 'NORP'], [145, 152, 'NORP'], [156, 163, 'NORP'], [167, 175, 'NORP']]"
"In Japan there are a lot of translations from English to Japanese and from Japanese to English, but there isn't much real demand for Japanese to Spanish or Spanish to Japanese.","[[3, 8, 'GPE'], [46, 53, 'LANGUAGE'], [57, 65, 'LANGUAGE'], [75, 83, 'LANGUAGE'], [87, 94, 'LANGUAGE'], [133, 141, 'NORP'], [145, 152, 'NORP'], [156, 163, 'NORP'], [167, 175, 'NORP']]"
"In Japan there are a lot of translations from English to Japanese and from Japanese to English, but there isn't much real demand for Japanese to Spanish or Spanish to Japanese.","[[3, 8, 'GPE'], [46, 53, 'LANGUAGE'], [57, 65, 'LANGUAGE'], [75, 83, 'LANGUAGE'], [87, 94, 'LANGUAGE'], [133, 141, 'NORP'], [145, 152, 'NORP'], [156, 163, 'NORP'], [167, 175, 'NORP']]"
"In Japan there are a lot of translations from English to Japanese and from Japanese to English, but there isn't much real demand for Japanese to Spanish or Spanish to Japanese.","[[3, 8, 'GPE'], [46, 53, 'LANGUAGE'], [57, 65, 'LANGUAGE'], [75, 83, 'LANGUAGE'], [87, 94, 'LANGUAGE'], [133, 141, 'NORP'], [145, 152, 'NORP'], [156, 163, 'NORP'], [167, 175, 'NORP']]"
"In Japan there are a lot of translations from English to Japanese and from Japanese to English, but there isn't much real demand for Japanese to Spanish or Spanish to Japanese.","[[3, 8, 'GPE'], [46, 53, 'LANGUAGE'], [57, 65, 'LANGUAGE'], [75, 83, 'LANGUAGE'], [87, 94, 'LANGUAGE'], [133, 141, 'NORP'], [145, 152, 'NORP'], [156, 163, 'NORP'], [167, 175, 'NORP']]"
"In Japan there are a lot of translations from English to Japanese and from Japanese to English, but there isn't much real demand for Japanese to Spanish or Spanish to Japanese.","[[3, 8, 'GPE'], [46, 53, 'LANGUAGE'], [57, 65, 'LANGUAGE'], [75, 83, 'LANGUAGE'], [87, 94, 'LANGUAGE'], [133, 141, 'NORP'], [145, 152, 'NORP'], [156, 163, 'NORP'], [167, 175, 'NORP']]"
"In Japan there are a lot of translations from English to Japanese and from Japanese to English, but there isn't much real demand for Japanese to Spanish or Spanish to Japanese.","[[3, 8, 'GPE'], [46, 53, 'LANGUAGE'], [57, 65, 'LANGUAGE'], [75, 83, 'LANGUAGE'], [87, 94, 'LANGUAGE'], [133, 141, 'NORP'], [145, 152, 'NORP'], [156, 163, 'NORP'], [167, 175, 'NORP']]"
"In Japan there are a lot of translations from English to Japanese and from Japanese to English, but there isn't much real demand for Japanese to Spanish or Spanish to Japanese.","[[3, 8, 'GPE'], [46, 53, 'LANGUAGE'], [57, 65, 'LANGUAGE'], [75, 83, 'LANGUAGE'], [87, 94, 'LANGUAGE'], [133, 141, 'NORP'], [145, 152, 'NORP'], [156, 163, 'NORP'], [167, 175, 'NORP']]"
"In Japan there are a lot of translations from English to Japanese and from Japanese to English, but there isn't much real demand for Japanese to Spanish or Spanish to Japanese.","[[3, 8, 'GPE'], [46, 53, 'LANGUAGE'], [57, 65, 'LANGUAGE'], [75, 83, 'LANGUAGE'], [87, 94, 'LANGUAGE'], [133, 141, 'NORP'], [145, 152, 'NORP'], [156, 163, 'NORP'], [167, 175, 'NORP']]"
Japan is on the 135th meridian East.,"[[0, 5, 'GPE'], [12, 35, 'LOC']]"
Japan is on the 135th meridian East.,"[[0, 5, 'GPE'], [12, 35, 'LOC']]"
Japan follows the principle of first-to-file.,"[[0, 5, 'GPE'], [31, 36, 'ORDINAL']]"
Japan follows the principle of first-to-file.,"[[0, 5, 'GPE'], [31, 36, 'ORDINAL']]"
The Japanese economy is going through a period of great stress.,"[[4, 12, 'NORP']]"
I passed the second level of the Japanese language examination.,"[[13, 19, 'ORDINAL'], [33, 41, 'NORP']]"
I passed the second level of the Japanese language examination.,"[[13, 19, 'ORDINAL'], [33, 41, 'NORP']]"
It would be great if there was a Japanese edition.,"[[33, 41, 'NORP']]"
Word processors for use with Japanese include Microsoft Word and JustSystem's Ichitaro.,"[[29, 37, 'NORP'], [46, 55, 'ORG'], [56, 60, 'PRODUCT'], [65, 75, 'ORG'], [78, 86, 'PRODUCT']]"
Word processors for use with Japanese include Microsoft Word and JustSystem's Ichitaro.,"[[29, 37, 'NORP'], [46, 55, 'ORG'], [56, 60, 'PRODUCT'], [65, 75, 'ORG'], [78, 86, 'PRODUCT']]"
Word processors for use with Japanese include Microsoft Word and JustSystem's Ichitaro.,"[[29, 37, 'NORP'], [46, 55, 'ORG'], [56, 60, 'PRODUCT'], [65, 75, 'ORG'], [78, 86, 'PRODUCT']]"
Word processors for use with Japanese include Microsoft Word and JustSystem's Ichitaro.,"[[29, 37, 'NORP'], [46, 55, 'ORG'], [56, 60, 'PRODUCT'], [65, 75, 'ORG'], [78, 86, 'PRODUCT']]"
Word processors for use with Japanese include Microsoft Word and JustSystem's Ichitaro.,"[[29, 37, 'NORP'], [46, 55, 'ORG'], [56, 60, 'PRODUCT'], [65, 75, 'ORG'], [78, 86, 'PRODUCT']]"
Japanese cars are right hand drive.,"[[0, 8, 'NORP']]"
"As you can also tell from these beautiful, far from Japanese, looks, Yuna is not pure-blood Japanese. She's a quarter-blood with a westerner as grandmother.","[[52, 60, 'NORP'], [69, 73, 'PERSON'], [92, 100, 'NORP'], [110, 117, 'CARDINAL']]"
"As you can also tell from these beautiful, far from Japanese, looks, Yuna is not pure-blood Japanese. She's a quarter-blood with a westerner as grandmother.","[[52, 60, 'NORP'], [69, 73, 'PERSON'], [92, 100, 'NORP'], [110, 117, 'CARDINAL']]"
"As you can also tell from these beautiful, far from Japanese, looks, Yuna is not pure-blood Japanese. She's a quarter-blood with a westerner as grandmother.","[[52, 60, 'NORP'], [69, 73, 'PERSON'], [92, 100, 'NORP'], [110, 117, 'CARDINAL']]"
"As you can also tell from these beautiful, far from Japanese, looks, Yuna is not pure-blood Japanese. She's a quarter-blood with a westerner as grandmother.","[[52, 60, 'NORP'], [69, 73, 'PERSON'], [92, 100, 'NORP'], [110, 117, 'CARDINAL']]"
"I shall be introducing the street paper that is only sold by the homeless, ""The Big Issue"", started in England and has had its first Japanese issue.","[[76, 90, 'ORG'], [103, 110, 'GPE'], [127, 132, 'ORDINAL'], [133, 141, 'NORP']]"
"I shall be introducing the street paper that is only sold by the homeless, ""The Big Issue"", started in England and has had its first Japanese issue.","[[76, 90, 'ORG'], [103, 110, 'GPE'], [127, 132, 'ORDINAL'], [133, 141, 'NORP']]"
"I shall be introducing the street paper that is only sold by the homeless, ""The Big Issue"", started in England and has had its first Japanese issue.","[[76, 90, 'ORG'], [103, 110, 'GPE'], [127, 132, 'ORDINAL'], [133, 141, 'NORP']]"
"I shall be introducing the street paper that is only sold by the homeless, ""The Big Issue"", started in England and has had its first Japanese issue.","[[76, 90, 'ORG'], [103, 110, 'GPE'], [127, 132, 'ORDINAL'], [133, 141, 'NORP']]"
Where in all Japan is there a school that has 'advance at the crawl' in P.E.?!,"[[13, 18, 'GPE'], [72, 75, 'GPE']]"
Where in all Japan is there a school that has 'advance at the crawl' in P.E.?!,"[[13, 18, 'GPE'], [72, 75, 'GPE']]"
"When her cat died, Diana went to pieces.","[[19, 24, 'PERSON']]"
Behind thermodynamics lie the movements of atoms and molecules following the laws of motion learned in the first volume.,"[[107, 112, 'ORDINAL']]"
"As a general rule, the pension amount is based on price changes in the previous year.","[[67, 84, 'DATE']]"
Hirofumi installed fibreglass insulation in the ceiling.,"[[0, 8, 'ORG']]"
His beating four competitors in a row won our high school team the championship.,"[[12, 16, 'CARDINAL']]"
His cooking is of the classic French style that he studied in France.,"[[30, 36, 'NORP'], [62, 68, 'GPE']]"
His cooking is of the classic French style that he studied in France.,"[[30, 36, 'NORP'], [62, 68, 'GPE']]"
He had been a practitioner of Aikido for seven years.,"[[30, 36, 'ORG'], [41, 52, 'DATE']]"
He had been a practitioner of Aikido for seven years.,"[[30, 36, 'ORG'], [41, 52, 'DATE']]"
He had a shutout until the ninth inning.,"[[27, 32, 'ORDINAL']]"
He caught the nine o'clock shuttle to New York.,"[[14, 26, 'QUANTITY'], [38, 46, 'GPE']]"
He caught the nine o'clock shuttle to New York.,"[[14, 26, 'QUANTITY'], [38, 46, 'GPE']]"
"As a disinterested third-party, I can declare that she secretly loves him.","[[19, 24, 'ORDINAL']]"
"Thanks to the arrangements made by Ken'ichi, the women found various places to work around town.","[[35, 43, 'PERSON']]"
She lived at 56 Russell Square.,"[[13, 15, 'DATE'], [16, 30, 'FAC']]"
She lived at 56 Russell Square.,"[[13, 15, 'DATE'], [16, 30, 'FAC']]"
"She is good at speaking English, no less so than her brother.","[[24, 31, 'LANGUAGE']]"
"Despite the problems of excessive commercialization, etc. the Olympics will go forward into the new century.","[[62, 70, 'EVENT'], [92, 107, 'DATE']]"
"Despite the problems of excessive commercialization, etc. the Olympics will go forward into the new century.","[[62, 70, 'EVENT'], [92, 107, 'DATE']]"
"It wasn't a 100 yen coin, it was a bottle cap.","[[12, 19, 'MONEY']]"
It took all night to climb Mt Fuji.,"[[8, 17, 'TIME'], [27, 34, 'LOC']]"
It took all night to climb Mt Fuji.,"[[8, 17, 'TIME'], [27, 34, 'LOC']]"
That was probably just before Mai took the drastic step of leaving home.,"[[30, 33, 'PERSON']]"
"In America 'rebate' is widely recognized, generally as an incentive where makers give back directly to consumers.","[[3, 10, 'GPE']]"
"In regard to the internship system in the United States I availed myself of part of Miyumi Tanaka's work ""Making doctors in Harvard"" (Igaku-Shoin Ltd.) as a reference.","[[38, 55, 'GPE'], [84, 99, 'PERSON'], [105, 132, 'WORK_OF_ART'], [134, 150, 'ORG']]"
"In regard to the internship system in the United States I availed myself of part of Miyumi Tanaka's work ""Making doctors in Harvard"" (Igaku-Shoin Ltd.) as a reference.","[[38, 55, 'GPE'], [84, 99, 'PERSON'], [105, 132, 'WORK_OF_ART'], [134, 150, 'ORG']]"
"In regard to the internship system in the United States I availed myself of part of Miyumi Tanaka's work ""Making doctors in Harvard"" (Igaku-Shoin Ltd.) as a reference.","[[38, 55, 'GPE'], [84, 99, 'PERSON'], [105, 132, 'WORK_OF_ART'], [134, 150, 'ORG']]"
"In regard to the internship system in the United States I availed myself of part of Miyumi Tanaka's work ""Making doctors in Harvard"" (Igaku-Shoin Ltd.) as a reference.","[[38, 55, 'GPE'], [84, 99, 'PERSON'], [105, 132, 'WORK_OF_ART'], [134, 150, 'ORG']]"
"When attaching a polarizing plate, set it first and then attach a protective plate (a clear acrylic plate).","[[42, 47, 'ORDINAL']]"
"What Alice, waiting for a reply, was faced with was a sudden howl. It was a resounding noise, sharp as to burst her ear drums, loud as to reach unto the heavens.","[[5, 10, 'PERSON']]"
Yasunori leaned into the armrest and looked in bemusement at the breakfast laid before him.,"[[0, 8, 'PERSON']]"
"Today, after riding, while grooming the horse I carelessly got my right foot trod on.","[[0, 5, 'DATE']]"
Today is our regular closing day.,"[[0, 5, 'DATE']]"
"Taeko, come on from stage left.","[[0, 5, 'PERSON']]"
How about tomorrow?,"[[10, 18, 'DATE']]"
"Tomorrow, I've got an important mission first thing in the morning. I shouldn't be wasting my time with this.","[[0, 8, 'DATE']]"
"Tomorrow night, I am going to Narita airport.","[[0, 14, 'TIME'], [30, 44, 'FAC']]"
"Tomorrow night, I am going to Narita airport.","[[0, 14, 'TIME'], [30, 44, 'FAC']]"
"The object is that which in Japanese would generally be indicated with ""ni"" or ""o"".","[[28, 36, 'NORP']]"
It stopped short at a result far from the 10% taken as the target.,"[[38, 45, 'PERCENT']]"
The question of worshipping at the Yasukuni Shrine is left to the independent judgement of Cabinet ministers.,"[[31, 50, 'FAC'], [91, 98, 'ORG']]"
The question of worshipping at the Yasukuni Shrine is left to the independent judgement of Cabinet ministers.,"[[31, 50, 'FAC'], [91, 98, 'ORG']]"
Yukiko is an innocent girl of tender years.,"[[0, 6, 'PERSON'], [37, 42, 'DATE']]"
Yukiko is an innocent girl of tender years.,"[[0, 6, 'PERSON'], [37, 42, 'DATE']]"
Yumiko has a push-up bra.,"[[0, 6, 'ORG']]"
Yuriko thoroughly enjoyed her occasional secret meetings with her lover.,"[[0, 6, 'PERSON']]"
"I'm very lucky to have been gifted with this 10,000 hit picture! Thank you so very much.","[[45, 51, 'CARDINAL']]"
The Ariake Sea is one of the biggest tidelands in Japan.,"[[0, 14, 'LOC'], [50, 55, 'GPE']]"
The Ariake Sea is one of the biggest tidelands in Japan.,"[[0, 14, 'LOC'], [50, 55, 'GPE']]"
"Just to warn you in advance, today's blog is no fun.","[[29, 34, 'DATE']]"
Next Monday and Tuesday are consecutive holidays.,"[[0, 11, 'DATE'], [16, 23, 'DATE']]"
Next Monday and Tuesday are consecutive holidays.,"[[0, 11, 'DATE'], [16, 23, 'DATE']]"
During the orgy Megumi ran naked round the lawn.,"[[16, 22, 'PERSON']]"
Rina is in the home economics club. Her main activity is dressmaking.,"[[0, 4, 'PERSON']]"
What I want from Mr Hayashi is the effort required for his actions to live up to his words.,"[[20, 27, 'PERSON']]"
"Correct it, as in example 1.2.","[[26, 29, 'CARDINAL']]"
"I'll try giving the book ""Reiko's Recommended"" a quick skim read on the spot.","[[26, 46, 'WORK_OF_ART']]"
Ryoko has a cute little face.,"[[0, 5, 'PERSON']]"
I added newspaper article frequency data to the 'Kanji list' function.,"[[44, 60, 'WORK_OF_ART']]"
"After climbing Mt. Fuji, I got the inspiration for a poem.","[[15, 23, 'LOC']]"
By 'Torii' you mean that red objet d'art at the top of the steps?,"[[4, 9, 'PERSON']]"
The third in the series was a level above the rest.,"[[4, 9, 'ORDINAL']]"
We introduce you to the entire line up of songs that made it into The Best Ten.,"[[66, 78, 'WORK_OF_ART']]"
Jigsaw refers to a fret saw - that's how the name's origin was derived.,"[[0, 6, 'PERSON']]"
"The UFO, with a zigzag movement you couldn't think of as being a plane, flew off into the mountains in the east.","[[4, 7, 'ORG']]"
"By the way, Ren. Should I take your hand? Every year you wander off.","[[12, 15, 'PERSON']]"
Why don't you try out getting a new Windows Media Player skin and changing the player's look?,"[[36, 56, 'PRODUCT']]"
"In Japan it's generally thought that Germany's water supply isn't suitable for drinking, but this is a mistake.","[[3, 8, 'GPE'], [37, 44, 'GPE']]"
"In Japan it's generally thought that Germany's water supply isn't suitable for drinking, but this is a mistake.","[[3, 8, 'GPE'], [37, 44, 'GPE']]"
The streets are in full Christmas mood - it's almost Christmas Eve.,"[[24, 33, 'DATE'], [46, 66, 'DATE']]"
The streets are in full Christmas mood - it's almost Christmas Eve.,"[[24, 33, 'DATE'], [46, 66, 'DATE']]"
Amazing! This moving a story is a first for me! It's truly an epic among epics!,"[[34, 39, 'ORDINAL']]"
"By evening, a few clouds had formed.","[[3, 10, 'TIME']]"
"Asami was bawling that you had kissed Sanada so ""I didn't bawl!""","[[0, 5, 'PERSON'], [38, 44, 'PERSON']]"
"Asami was bawling that you had kissed Sanada so ""I didn't bawl!""","[[0, 5, 'PERSON'], [38, 44, 'PERSON']]"
"'Yuki', so you do put your own name in. ""Yup, isn't that roleplaying's essence?""","[[1, 5, 'PERSON']]"
"I'm sure it's tough taking part in the activities of two clubs, but good luck!","[[53, 56, 'CARDINAL']]"
"Situation report. ""At present 4 in sight. At most probably 7. Holding small calibre arms.""","[[30, 31, 'CARDINAL'], [59, 60, 'CARDINAL']]"
"Situation report. ""At present 4 in sight. At most probably 7. Holding small calibre arms.""","[[30, 31, 'CARDINAL'], [59, 60, 'CARDINAL']]"
"Lightly weigh the tofu down, leave it for about 20 minutes then drain.","[[42, 58, 'TIME']]"
"... Aaah, just how am I supposed to cope with this I wonder?","[[4, 8, 'PERSON']]"
"Since my brother died suddenly two years ago, my sister-in-law has valiantly kept going the small jewellery store he left her.","[[31, 44, 'DATE']]"
"Hit up on the D-pad, and the background music will change as the background itself becomes the Demon King's castle....","[[14, 19, 'GPE'], [91, 107, 'PERSON']]"
"Hit up on the D-pad, and the background music will change as the background itself becomes the Demon King's castle....","[[14, 19, 'GPE'], [91, 107, 'PERSON']]"
I'd defeated the four sub-bosses and got through the damn long underground labyrinth.,"[[17, 21, 'CARDINAL']]"
"Ah, this is my idiot son Takashi ""Eh-er, yes. (The late) Takashi, right?"" ""Fuusy, he isn't dead yet! Probably.""","[[25, 32, 'PERSON'], [57, 64, 'PERSON'], [75, 80, 'PERSON']]"
"Ah, this is my idiot son Takashi ""Eh-er, yes. (The late) Takashi, right?"" ""Fuusy, he isn't dead yet! Probably.""","[[25, 32, 'PERSON'], [57, 64, 'PERSON'], [75, 80, 'PERSON']]"
"Ah, this is my idiot son Takashi ""Eh-er, yes. (The late) Takashi, right?"" ""Fuusy, he isn't dead yet! Probably.""","[[25, 32, 'PERSON'], [57, 64, 'PERSON'], [75, 80, 'PERSON']]"
"This, appearing at first glance to be perfectly obvious, is actually very difficult.","[[19, 24, 'ORDINAL']]"
Not wanting to boast but I've never got better than a 3 on my report card for home economics. Out of 10 that is.,"[[54, 55, 'CARDINAL'], [101, 103, 'CARDINAL']]"
Not wanting to boast but I've never got better than a 3 on my report card for home economics. Out of 10 that is.,"[[54, 55, 'CARDINAL'], [101, 103, 'CARDINAL']]"
Haru's always been like that; he's very kind at heart.,"[[0, 4, 'PERSON']]"
Beware of 'One Ring' malicious nuisance calls!!,"[[11, 14, 'CARDINAL']]"
"3. If you do phone then hang up immediately, without following any instructions given.","[[0, 1, 'CARDINAL']]"
"Even making an international phone call from a mobile, if it's Mobila then you can do it for 20 Yen per minute.","[[63, 69, 'GPE'], [93, 99, 'MONEY']]"
"Even making an international phone call from a mobile, if it's Mobila then you can do it for 20 Yen per minute.","[[63, 69, 'GPE'], [93, 99, 'MONEY']]"
"That was another impressive fall-flat-on-your-face ... Hey, you alright, Sophie? Can you stand?","[[73, 79, 'PERSON']]"
Up till now America has called itself the world's police and continued suppression relying on military force.,"[[12, 19, 'GPE']]"
"Good morning. You're a bit late today, aren't you? ""Yes, I ran into a bit of trouble.""","[[0, 13, 'TIME'], [21, 37, 'DATE']]"
"Good morning. You're a bit late today, aren't you? ""Yes, I ran into a bit of trouble.""","[[0, 13, 'TIME'], [21, 37, 'DATE']]"
"By the way, do you know what a Shinto shrine is? ""I've a little bit of knowledge on the subject. It's a religious facility where that which is the object of worship, that called the genius loci, is enshrined.""","[[31, 37, 'NORP']]"
"Hey, Cleo. Don't wander around too much, OK? We've only just entered the park.","[[5, 9, 'PERSON']]"
A certain movie was novelized - rather it was a scenario written for a movie that was expanded as a novel and localized to Japanese.,"[[123, 131, 'NORP']]"
Shall we go with cornflakes or something light from tomorrow?,"[[52, 60, 'DATE']]"
"Well, it's hot again today, isn't it? ""That's one more time you've started with a bland topic.""","[[21, 26, 'DATE'], [46, 49, 'CARDINAL']]"
"Well, it's hot again today, isn't it? ""That's one more time you've started with a bland topic.""","[[21, 26, 'DATE'], [46, 49, 'CARDINAL']]"
"The other day, a water quality inspection was carried out at our house. We had it done by a certain famous company's Environment Analysis Center or some such name.","[[0, 13, 'DATE'], [117, 144, 'ORG']]"
"The other day, a water quality inspection was carried out at our house. We had it done by a certain famous company's Environment Analysis Center or some such name.","[[0, 13, 'DATE'], [117, 144, 'ORG']]"
We are now going to move to the crematorium so if Mr. Ogawa and you would enter the car ...,"[[54, 59, 'PERSON']]"
The days after that flew past.,"[[0, 14, 'DATE']]"
"The first thing that came to my attention was the large sofa. It was covered in sober coloured leather, the seat and the back both looked wide and comfortable.","[[4, 9, 'ORDINAL']]"
Microfibre cloth is cloth woven from fibres as narrow as a hundredth of the width of a hair.,"[[59, 68, 'CARDINAL']]"
"Dammit, that pest Nagisa, she really went and snitched on me to the teachers.","[[18, 24, 'PERSON']]"
"Ryu, I can't seeee! ""Naturally, that's because I'm covering your eyes.""","[[0, 3, 'PERSON']]"
First thing today there's an appointment for a portrait ... what do you say? Will you try doing it as a test?,"[[0, 5, 'ORDINAL']]"
"As we entered the shopping district Haruna's gaze darted about, just like she was a rustic from the hills, as she looked over the area.","[[36, 42, 'PERSON']]"
The servants gathered there totalled ... n-nearly one hundred!,"[[50, 61, 'CARDINAL']]"
"OK, here's the donation ... 10 yen each. Here you go, Mihane.","[[28, 34, 'MONEY'], [54, 60, 'PERSON']]"
"OK, here's the donation ... 10 yen each. Here you go, Mihane.","[[28, 34, 'MONEY'], [54, 60, 'PERSON']]"
Last week I was treated to dinner by my friend who'd won at pachinko. It was all-you-can-eat so I ate to my heart's content.,"[[0, 9, 'DATE']]"
"Well then I'll allow two on a bike, but you pedal, because I'll ride on the rack.","[[21, 24, 'CARDINAL']]"
"Essentially it's a one-to-one match, but the content of that match is a level so high as to be unthinkable to an ordinary person.","[[26, 29, 'CARDINAL']]"
"Paul, we can borrow up to 8 books.","[[0, 4, 'PERSON'], [26, 27, 'CARDINAL']]"
"Paul, we can borrow up to 8 books.","[[0, 4, 'PERSON'], [26, 27, 'CARDINAL']]"
"Bing-bong ... bing-bong ... ""Oh-oh. The class bell!""","[[0, 9, 'PERSON'], [14, 23, 'PERSON']]"
"Bing-bong ... bing-bong ... ""Oh-oh. The class bell!""","[[0, 9, 'PERSON'], [14, 23, 'PERSON']]"
I sit down crosslegged where Aoi points.,"[[29, 32, 'PERSON']]"
"One month since entering high school ... not a single friend yet. That's really terrible, at this rate it will be middle-school all over again!!","[[0, 9, 'DATE']]"
You're Daisho? Up till now you've really lorded it over us haven't you?,"[[7, 13, 'PERSON']]"
At the time there were no native English speakers teaching in any public school.,"[[33, 40, 'LANGUAGE']]"
It goes without saying that at that time a kind of friendship beyond master and disciple grew between the two of them.,"[[106, 109, 'CARDINAL']]"
What I looked up to in Shota was not his 'strength'. It was his heroic courage to put his life on the line to carry out his convictions.,"[[23, 28, 'GPE']]"
India has a cuisine rich in regional flavour.,"[[0, 5, 'GPE']]"
"Now that I think of it, where's Tanimoto? ""Playing the lone wolf, as always.""","[[32, 40, 'PERSON']]"
"Hi Mr Ant, keeping up the good work today as well. Here's a sugar cube.","[[6, 9, 'PERSON'], [36, 41, 'DATE']]"
"Hi Mr Ant, keeping up the good work today as well. Here's a sugar cube.","[[6, 9, 'PERSON'], [36, 41, 'DATE']]"
"Let's see, you're ... er, um ... M- ""You're wrong from the first letter!!""","[[59, 64, 'ORDINAL']]"
"A strong veteran, having trained for tens of years, can fall to a weakling in a moment of laxness. That's what the martial arts world is.","[[37, 50, 'DATE']]"
Ah-you've gone all red. Riku - that's so cute!! Ha-haha.,"[[24, 28, 'PERSON']]"
"Having said it, Mayu hangs her head in embarrassment.","[[16, 20, 'PERSON']]"
One more thing. If you try anything on Mayu I'll break your spine.,"[[0, 3, 'CARDINAL'], [39, 43, 'PERSON']]"
One more thing. If you try anything on Mayu I'll break your spine.,"[[0, 3, 'CARDINAL'], [39, 43, 'PERSON']]"
A load of 100 kilograms is the max.,"[[10, 23, 'QUANTITY']]"
You're an arrogant dirty foreigner who claims your dictionary is correct even though you don't understand the nuances of Japanese.,"[[121, 129, 'NORP']]"
And so everything ends up coming down on Mai's shoulders.,"[[41, 44, 'PERSON']]"
Don't you find yourself reaching for things with '20% extra' written on them?,"[[50, 53, 'PERCENT']]"
"My metabolism is such that no matter how much I eat I don't put on weight. ""Just now, this second, you've made enemies of people throughout the world.""","[[91, 97, 'ORDINAL']]"
"Morning. You're early today. ""You too. I thought you'd still be dead to the world.""","[[16, 27, 'DATE']]"
"When indicating 'tense' in Chinese, as shown above, there are 'particles', 'time-specifying words' and also many cases where it depends on context.","[[27, 34, 'NORP']]"
"In the morning, I just want to have a leisurely start.","[[3, 14, 'TIME']]"
Well it's very difficult changing jobs after you're thirty so I don't really want to do it.,"[[52, 58, 'DATE']]"
"Kyoko, startled by the lightning, clung onto me.","[[0, 5, 'PERSON']]"
"It's a job worth doing, but if I think about the working hours and the risk ... I could be onto a real losing proposition here.","[[45, 62, 'TIME']]"
Please don't do translations if you're crap at it. This is a plea from the English translation clients.,"[[75, 82, 'LANGUAGE']]"
"If I wasn't here, this office would be in chaos in three days.","[[51, 61, 'DATE']]"
She plays Bach.,"[[10, 14, 'PERSON']]"
"Among these views, the second one is of importance.","[[23, 29, 'ORDINAL']]"
"Bye, see you tomorrow. ""Oh, what's this? Leaving on the dot again?""","[[13, 21, 'DATE']]"
"Already three years since I became an office lady. It's not as if I'm dissatisfied with my present lifestyle but, well ...","[[8, 19, 'DATE']]"
Thank you for waiting. One kid's meal and an ice cream soda.,"[[23, 26, 'CARDINAL']]"
Last week's snow was limited to a very small area.,"[[0, 11, 'DATE']]"
Apply a compress to the affected part every two hours.,"[[38, 53, 'TIME']]"
"The exhortation ""Don't quote Wikipedia"" was included in the Asahi newspaper of yesterday or the day before.","[[29, 38, 'ORG'], [60, 65, 'ORG'], [79, 88, 'DATE'], [92, 106, 'DATE']]"
"The exhortation ""Don't quote Wikipedia"" was included in the Asahi newspaper of yesterday or the day before.","[[29, 38, 'ORG'], [60, 65, 'ORG'], [79, 88, 'DATE'], [92, 106, 'DATE']]"
"The exhortation ""Don't quote Wikipedia"" was included in the Asahi newspaper of yesterday or the day before.","[[29, 38, 'ORG'], [60, 65, 'ORG'], [79, 88, 'DATE'], [92, 106, 'DATE']]"
"The exhortation ""Don't quote Wikipedia"" was included in the Asahi newspaper of yesterday or the day before.","[[29, 38, 'ORG'], [60, 65, 'ORG'], [79, 88, 'DATE'], [92, 106, 'DATE']]"
A normal person might spend a lifetime at it and still not succeed but faced with a determined Ren it was not greatly different from a normal cylinder lock.,"[[95, 98, 'PERSON']]"
Up to now he had made nine humanoid robots but they were all demonstration models.,"[[22, 26, 'CARDINAL']]"
Hiroshi is worn out with worry since he lost the only copy of the book he needed for his report.,"[[0, 7, 'PERSON']]"
"We, ACME Ltd., hereby announce that we will resist with all our strength this hostile takeover.","[[4, 13, 'ORG']]"
"It was evening and already dark but I saw a cat walking along a telephone wire. Can they do that, cats?","[[7, 14, 'TIME']]"
They don't use 'celeb' to mean 'rich man' over there. By which I determine that you are Japanese.,"[[88, 96, 'NORP']]"
Ontogeny recapitulates phylogeny.,"[[0, 8, 'PERSON']]"
There was a class reunion after 30 years.,"[[32, 40, 'DATE']]"
It is said that the castle dates back to the 11th century.,"[[41, 57, 'DATE']]"
Write two expressions that are followed by either count or non-count nouns in conversation.,"[[6, 9, 'CARDINAL']]"
"Of course I apologised, saying that the first appointment had priority.","[[40, 45, 'ORDINAL']]"
"By summit, do you mean the Group of Eight?","[[23, 41, 'ORG']]"
That means nothing if English speakers don't understand it.,"[[22, 29, 'LANGUAGE']]"
Obviously the teacher can understand both English and French.,"[[42, 49, 'LANGUAGE'], [54, 60, 'LANGUAGE']]"
Obviously the teacher can understand both English and French.,"[[42, 49, 'LANGUAGE'], [54, 60, 'LANGUAGE']]"
Drying the washing on a fine day in the rainy season; I felt like it was already summer.,"[[22, 32, 'DATE']]"
