sentence, entity type + position
Can you sew on these buttons for me?,"[[0, 3, 'ORG']]"
Can you ship it to New York City?,"[[19, 33, 'LOC']]"
Can you tell me?,"[[0, 3, 'ORG']]"
Careful! Watch out!,"[[0, 19, 'MISC']]"
Carlos is intelligent and creative.,"[[0, 6, 'PER']]"
Carlos is intelligent and creative. His books are interesting.,"[[0, 6, 'PER']]"
Continue straight ahead.,"[[0, 8, 'LOC']]"
Could I have a scotch on the rocks please?,"[[0, 7, 'PER']]"
Didn't madam Rodriguez want to see my essay?,"[[13, 22, 'PER']]"
Do I have cavities?,"[[3, 19, 'MISC']]"
Do I need braces?,"[[3, 17, 'MISC']]"
Do I need dentures?,"[[3, 19, 'MISC']]"
Do I need more dental work?,"[[3, 21, 'MISC']]"
Do I need to change my diet?,"[[3, 28, 'MISC']]"
Do I need X-rays?,"[[3, 17, 'MISC']]"
Do I pay the salesgirl?,"[[3, 23, 'MISC']]"
"Do you have a match? I'm sorry, but I don't smoke.","[[36, 50, 'MISC']]"
Do you have African elephants?,"[[12, 19, 'MISC']]"
Do you have Bud Light?,"[[12, 22, 'MISC']]"
Do you have Renaissance paintings?,"[[12, 34, 'MISC']]"
Do you speak Arabic?,"[[13, 20, 'MISC']]"
Do you speak Chinese?,"[[13, 21, 'MISC']]"
Does anyone here speak English?,"[[23, 31, 'MISC']]"
Does anyone speak English?,"[[18, 26, 'MISC']]"
Don't litter!,"[[0, 13, 'MISC']]"
Enough!,"[[0, 7, 'LOC']]"
Everyone is agreed.,"[[0, 8, 'LOC']]"
"Excuse me, I have to get to Barcelona. Are there any flights today?","[[28, 37, 'LOC']]"
Excuse me?,"[[0, 10, 'PER']]"
Excuse me. I want a book. Where is the bookstore?,"[[0, 6, 'PER']]"
Excuse me. Is the supermarket open?,"[[0, 6, 'PER']]"
Excuse me. Is this the hardware store?,"[[0, 6, 'PER']]"
Excuse me. Is this the pharmacy?,"[[0, 6, 'PER']]"
Excuse me. Where is the bakery?,"[[0, 16, 'PER']]"
Faggot.,"[[0, 7, 'PER']]"
Fifth Avenue is an elegant street.,"[[0, 12, 'LOC']]"
Flamenco shows are popular in the south of Spain.,"[[43, 49, 'LOC']]"
We stayed in London for a fortnight.,"[[13, 19, 'LOC']]"
France is separated from Spain by the Pyrenees.,"[[0, 6, 'LOC'], [25, 30, 'LOC'], [38, 47, 'LOC']]"
France is separated from Spain by the Pyrenees.,"[[0, 6, 'LOC'], [25, 30, 'LOC'], [38, 47, 'LOC']]"
France is separated from Spain by the Pyrenees.,"[[0, 6, 'LOC'], [25, 30, 'LOC'], [38, 47, 'LOC']]"
Fuck!,"[[0, 5, 'LOC']]"
Have I any letters or messages?,"[[0, 6, 'PER']]"
He is a Hollywood star.,"[[8, 17, 'LOC']]"
He is from France.,"[[11, 17, 'LOC']]"
He is from the United States.,"[[15, 28, 'LOC']]"
He is one of Spain's most famous authors.,"[[13, 20, 'LOC']]"
He is teaching Arabic.,"[[15, 22, 'MISC']]"
He is teaching Spanish to the children.,"[[15, 22, 'MISC']]"
He speaks Arabic.,"[[10, 17, 'MISC']]"
He takes a group of students to Spain every summer.,"[[32, 37, 'LOC']]"
He writes Arabic.,"[[10, 17, 'MISC']]"
Helen has won the prize.,"[[0, 5, 'PER']]"
"Hello, Grandfather.","[[0, 5, 'LOC']]"
Hello! Good morning!,"[[0, 20, 'MISC']]"
Help!,"[[0, 5, 'MISC']]"
Here's a street map and main map of the city of Gdynia.,"[[0, 6, 'LOC'], [48, 55, 'LOC']]"
Here's a street map and main map of the city of Gdynia.,"[[0, 6, 'LOC'], [48, 55, 'LOC']]"
How can I find the American Airlines counter?,"[[19, 36, 'ORG']]"
What illness do I have?,"[[16, 23, 'MISC']]"
What disease do I have?,"[[16, 23, 'MISC']]"
"Could I have the bill, please?","[[0, 7, 'PER']]"
"If I come down, I'm giving you a headbutt!","[[16, 30, 'MISC']]"
"During the final against Italy, Zidane received a red card for head-butting Materazzi.","[[25, 30, 'MISC'], [32, 38, 'PER'], [76, 86, 'PER']]"
"During the final against Italy, Zidane received a red card for head-butting Materazzi.","[[25, 30, 'MISC'], [32, 38, 'PER'], [76, 86, 'PER']]"
"During the final against Italy, Zidane received a red card for head-butting Materazzi.","[[25, 30, 'MISC'], [32, 38, 'PER'], [76, 86, 'PER']]"
How can you avoid the dangers of the Internet?,"[[37, 46, 'MISC']]"
"You are absolutely right, Mr Prime Minister!","[[26, 44, 'MISC']]"
"Among the Uighurs, a ""Naming Celebration"" is held after a child is given a name.","[[10, 20, 'MISC'], [22, 41, 'MISC']]"
"Among the Uighurs, a ""Naming Celebration"" is held after a child is given a name.","[[10, 20, 'MISC'], [22, 41, 'MISC']]"
Long live the Soviet Union!,"[[14, 27, 'LOC']]"
Don't overexert yourself.,"[[0, 5, 'PER']]"
"I go by the nickname ""Itch.""","[[22, 27, 'MISC']]"
What colour was Henri IV's white horse?,"[[16, 26, 'PER']]"
Hamburg is Germany's largest port and also the third-largest port in Europe.,"[[0, 7, 'LOC'], [11, 20, 'LOC'], [69, 76, 'LOC']]"
Hamburg is Germany's largest port and also the third-largest port in Europe.,"[[0, 7, 'LOC'], [11, 20, 'LOC'], [69, 76, 'LOC']]"
Hamburg is Germany's largest port and also the third-largest port in Europe.,"[[0, 7, 'LOC'], [11, 20, 'LOC'], [69, 76, 'LOC']]"
Yesterday was Sunday.,"[[0, 9, 'MISC']]"
"He can speak Russian, too.","[[13, 20, 'MISC']]"
He can also speak Russian.,"[[18, 26, 'MISC']]"
I am the State!,"[[9, 15, 'LOC']]"
I have to say that there's no better place to spend my honeymoon than Gandrange!,"[[70, 80, 'MISC']]"
Lemons are sour.,"[[0, 6, 'PER']]"
It's OK not to eat it.,"[[0, 7, 'MISC']]"
Life is enjoyable.,"[[0, 4, 'PER']]"
Life is fun.,"[[0, 4, 'PER']]"
Clean your room.,"[[0, 5, 'MISC']]"
My TV has quit working.,"[[0, 5, 'MISC']]"
Could I please have one more can of beer?,"[[0, 7, 'PER']]"
Otoyo enjoyed the beautiful spring day and walked along the beach.,"[[0, 5, 'PER']]"
Fuck off!,"[[0, 9, 'MISC']]"
How can I get to gate A-1?,"[[22, 26, 'MISC']]"
"How do you say ""cat"" in Spanish?","[[24, 32, 'LOC']]"
How long are you going to be in London?,"[[32, 39, 'LOC']]"
How long does it take to go to Madrid?,"[[31, 38, 'LOC']]"
How much is a round-trip ticket to Caracas?,"[[35, 43, 'LOC']]"
How much is a ticket to Segovia?,"[[24, 32, 'LOC']]"
How much will I pay for 3 minutes to Poland?,"[[37, 44, 'LOC']]"
How's my dad doing?,"[[0, 19, 'MISC']]"
How's my son doing?,"[[0, 8, 'MISC']]"
How's my wife doing?,"[[0, 8, 'MISC']]"
I always see him when he comes to Madrid.,"[[34, 41, 'LOC']]"
I am a friend of Robert's.,"[[17, 26, 'PER']]"
I am an American citizen.,"[[8, 16, 'MISC']]"
I am called Sara.,"[[12, 17, 'MISC']]"
I am from Columbia.,"[[10, 19, 'LOC']]"
I am from Egypt.,"[[10, 16, 'LOC']]"
I am from Russia.,"[[10, 16, 'LOC']]"
I'm not good at Latin.,"[[16, 21, 'MISC']]"
I am teaching English.,"[[14, 22, 'MISC']]"
"I don't speak French, but I understand it a little.","[[14, 20, 'MISC']]"
I frequently go to the islands of Menorca and Ibiza.,"[[34, 41, 'LOC'], [46, 52, 'LOC']]"
I frequently go to the islands of Menorca and Ibiza.,"[[34, 41, 'LOC'], [46, 52, 'LOC']]"
I have a Facebook account.,"[[9, 17, 'MISC']]"
"I have no time for that, and besides, I don't have any money.","[[38, 45, 'MISC']]"
I haven't heard from him since last June.,"[[36, 41, 'PER']]"
I love buying on eBay.,"[[17, 22, 'MISC']]"
"I need to go to my hotel, the Hilton hotel!","[[30, 43, 'MISC']]"
I need to rinse my mouth.,"[[10, 15, 'MISC']]"
I really missed you when you were in France.,"[[37, 43, 'LOC']]"
I speak Arabic but I study English.,"[[8, 14, 'MISC']]"
I study Chinese and Spanish.,"[[8, 15, 'MISC'], [20, 28, 'LOC']]"
I study Chinese and Spanish.,"[[8, 15, 'MISC'], [20, 28, 'LOC']]"
I teach Spanish.,"[[8, 16, 'PER']]"
I think Malbork castle is wonderful.,"[[8, 15, 'LOC']]"
I think that Juan likes María.,"[[13, 17, 'PER']]"
I use Yahoo! to search on the internet.,"[[6, 12, 'MISC']]"
I want a licensed guide who speaks English.,"[[35, 43, 'PER']]"
I want to send an airmail letter to Poland.,"[[36, 43, 'LOC']]"
"I wanted to kill him, but I was too stressed to hold firmly his Desert Eagle.","[[64, 77, 'MISC']]"
I was able to swim across The English Channel.,"[[26, 46, 'MISC']]"
I was born in 1988 in York.,"[[22, 26, 'LOC']]"
I was born on 23 March 1969 in Barcelona.,"[[31, 41, 'LOC']]"
"I am the Alpha and the Omega, the first and the last, the beginning and the end.","[[9, 14, 'MISC']]"
"People of Almaty, let us create a child-friendly city!","[[0, 16, 'LOC']]"
You want to work at METRO?!,"[[20, 27, 'MISC']]"
Unity is our strength!,"[[0, 5, 'MISC']]"
In God We Trust.,"[[3, 16, 'MISC']]"
The love of liberty brought us here.,"[[28, 30, 'LOC']]"
God's will first.,"[[0, 5, 'MISC']]"
"Fatherland or death, we shall overcome.","[[0, 10, 'LOC']]"
Rynok Square is the historic centre of the city.,"[[0, 12, 'LOC']]"
Sauron wants every hobbit to fear him.,"[[0, 6, 'PER']]"
"The Guard dies, but it does not surrender!","[[0, 9, 'ORG']]"
"It's 18th June today, and also Muiriel's birthday!","[[31, 40, 'PER']]"
It's Monday today.,"[[0, 11, 'MISC']]"
Life would become bland without you.,"[[0, 4, 'PER']]"
Can I ask a question?,"[[0, 5, 'PER']]"
Entry is strictly for staff only.,"[[0, 5, 'MISC']]"
This is made in Kazakhstan.,"[[16, 27, 'LOC']]"
Cathy seems to like music.,"[[0, 5, 'PER']]"
"Why have you written this book on the system of the universe, and have never even mentioned its Creator?","[[96, 104, 'MISC']]"
"Kill them, for the Lord knows those who are His.","[[44, 48, 'PER']]"
Cecil lit a candle.,"[[0, 5, 'PER']]"
We have to set up the Republic of common sense.,"[[22, 47, 'LOC']]"
We are all Americans.,"[[11, 21, 'LOC']]"
Barcelona is the capital city of Catalonia and the second largest city in Spain.,"[[0, 9, 'LOC'], [33, 42, 'LOC'], [74, 80, 'LOC']]"
Barcelona is the capital city of Catalonia and the second largest city in Spain.,"[[0, 9, 'LOC'], [33, 42, 'LOC'], [74, 80, 'LOC']]"
Barcelona is the capital city of Catalonia and the second largest city in Spain.,"[[0, 9, 'LOC'], [33, 42, 'LOC'], [74, 80, 'LOC']]"
Japan is the only nation to have been hit by nuclear bombs.,"[[0, 5, 'LOC']]"
"I may be plump, but I'm vigorous.","[[20, 33, 'MISC']]"
We can't form our children on our own concepts; we must take them and love them as God gives them to us.,"[[83, 86, 'MISC']]"
Bill has a lot of friends.,"[[0, 4, 'PER']]"
Marilyn Monroe died 33 years ago.,"[[0, 14, 'PER']]"
There are forty thousand cameras in Urumqi.,"[[36, 43, 'LOC']]"
His Truth is marching on.,"[[4, 9, 'LOC']]"
"I told my wife: Liliane, pack up the bags, we're going back to Paris.","[[63, 68, 'LOC']]"
"May God help you, as you have put yourself beyond the mercy of men.","[[0, 7, 'PER']]"
I'm in Boston going for my Ph.D. right now.,"[[7, 13, 'LOC'], [27, 32, 'PER']]"
I'm in Boston going for my Ph.D. right now.,"[[7, 13, 'LOC'], [27, 32, 'PER']]"
"I'm sorry, my Uighur is a little coarse.","[[14, 20, 'PER']]"
"It was a pleasure to meet you Stella, I am so sorry for whatever I said to irk you the wrong way.","[[30, 39, 'MISC']]"
Contador won the maillot jaune in the Tour de France.,"[[0, 8, 'PER'], [38, 52, 'MISC']]"
Contador won the maillot jaune in the Tour de France.,"[[0, 8, 'PER'], [38, 52, 'MISC']]"
We are pleased to announce you that you have received the Nobel Peace Prize.,"[[58, 76, 'MISC']]"
We have a daughter who is married to a Frenchman.,"[[39, 49, 'LOC']]"
Olga has been playing the cello since she was 8 years old.,"[[0, 4, 'PER']]"
The Italian food was delicious.,"[[4, 11, 'MISC']]"
I would like to be Picasso.,"[[19, 27, 'PER']]"
Everyone was happy.,"[[0, 8, 'PER']]"
Spring has come.,"[[0, 6, 'PER']]"
Of course I'll wait.,"[[10, 14, 'LOC']]"
Summer has ended.,"[[0, 6, 'PER']]"
Follow my advice.,"[[0, 6, 'PER']]"
Adrastea is one of the 39 satellites of Jupiter and is the second closest to Jupiter itself.,"[[0, 8, 'LOC'], [40, 47, 'LOC'], [77, 84, 'LOC']]"
Adrastea is one of the 39 satellites of Jupiter and is the second closest to Jupiter itself.,"[[0, 8, 'LOC'], [40, 47, 'LOC'], [77, 84, 'LOC']]"
Adrastea is one of the 39 satellites of Jupiter and is the second closest to Jupiter itself.,"[[0, 8, 'LOC'], [40, 47, 'LOC'], [77, 84, 'LOC']]"
This software carries out Markov Chain Monte Carlo calculations by the use of Gibbs Sampling.,"[[26, 50, 'PER'], [78, 93, 'PER']]"
This software carries out Markov Chain Monte Carlo calculations by the use of Gibbs Sampling.,"[[26, 50, 'PER'], [78, 93, 'PER']]"
The Capitalists will sell us the rope with which we will hang them.,"[[4, 15, 'LOC']]"
"My right hand is Uighur, and my left is Han.","[[40, 44, 'PER']]"
Copy-and-paste is very useful.,"[[0, 14, 'LOC']]"
"Let's go, Ken.","[[10, 14, 'PER']]"
Isn't it black?,"[[0, 15, 'MISC']]"
I am going to go play ball with Mohan.,"[[32, 38, 'PER']]"
Can you teach me?,"[[0, 3, 'ORG']]"
Stupidity is the relaxation of intelligence.,"[[0, 9, 'MISC']]"
Democracy is the dictatorship of the majority.,"[[0, 9, 'MISC']]"
"It's Friday, and so we have to perform our prayers.","[[0, 11, 'MISC']]"
I would like to go to America.,"[[22, 29, 'LOC']]"
All I am I owe to my mother.,"[[0, 5, 'PER']]"
I need to go to the China Construction Bank.,"[[20, 44, 'ORG']]"
Jim Carrey is very famous and a good comedian.,"[[0, 10, 'PER']]"
"My school has Uighur, Han, Kazakh, Hui, Mongol, Kirghiz, Xibo, Tajik, and Uzbek ethnicities, among others.","[[14, 20, 'LOC'], [22, 25, 'LOC'], [48, 55, 'LOC'], [57, 61, 'LOC'], [74, 79, 'LOC']]"
"My school has Uighur, Han, Kazakh, Hui, Mongol, Kirghiz, Xibo, Tajik, and Uzbek ethnicities, among others.","[[14, 20, 'LOC'], [22, 25, 'LOC'], [48, 55, 'LOC'], [57, 61, 'LOC'], [74, 79, 'LOC']]"
"My school has Uighur, Han, Kazakh, Hui, Mongol, Kirghiz, Xibo, Tajik, and Uzbek ethnicities, among others.","[[14, 20, 'LOC'], [22, 25, 'LOC'], [48, 55, 'LOC'], [57, 61, 'LOC'], [74, 79, 'LOC']]"
"My school has Uighur, Han, Kazakh, Hui, Mongol, Kirghiz, Xibo, Tajik, and Uzbek ethnicities, among others.","[[14, 20, 'LOC'], [22, 25, 'LOC'], [48, 55, 'LOC'], [57, 61, 'LOC'], [74, 79, 'LOC']]"
"My school has Uighur, Han, Kazakh, Hui, Mongol, Kirghiz, Xibo, Tajik, and Uzbek ethnicities, among others.","[[14, 20, 'LOC'], [22, 25, 'LOC'], [48, 55, 'LOC'], [57, 61, 'LOC'], [74, 79, 'LOC']]"
Memorize it well.,"[[0, 8, 'LOC']]"
Octopus Paul was right.,"[[0, 12, 'PER']]"
A Japanese person would never do such a thing.,"[[2, 10, 'MISC']]"
Where is Customs?,"[[9, 17, 'LOC']]"
I am Edgar Degas.,"[[5, 17, 'PER']]"
"Right, shall we be off then? ""Yes. Let's go!""","[[30, 40, 'PER']]"
"Yes, let's.","[[0, 11, 'LOC']]"
Yesterday I simply did not go to work.,"[[0, 11, 'MISC']]"
Wisdom is a curse when wisdom does nothing for the man who has it.,"[[0, 6, 'MISC']]"
He is a true Muslim.,"[[13, 20, 'LOC']]"
My brothers!,"[[0, 12, 'MISC']]"
I'm sick!,"[[0, 9, 'MISC']]"
Esperanto is surely an enormous waste of time!,"[[0, 9, 'MISC']]"
Stop!,"[[0, 5, 'LOC']]"
My son believes in Father Christmas.,"[[26, 36, 'PER']]"
When did you move to Berlin?,"[[21, 28, 'ORG']]"
Time flew.,"[[0, 10, 'ORG']]"
Let's beat Japan!,"[[11, 17, 'MISC']]"
Thanks!,"[[0, 7, 'MISC']]"
"Being 25 letters long, 'anticonstitutionnellement' is the longest word in French.","[[74, 80, 'MISC']]"
May I begin to eat?,"[[0, 5, 'PER']]"
The French language is rich in synonyms.,"[[4, 19, 'MISC']]"
We implemented our models in C++.,"[[29, 32, 'MISC']]"
Bill is two years older than I am.,"[[0, 4, 'PER']]"
Some Shanghainese hold large banquets when they get married.,"[[5, 17, 'PER']]"
Brace yourselves! From today I'm learning the piano. Why? Because I want to become a music teacher!,"[[0, 17, 'MISC']]"
May God be with us.,"[[0, 7, 'PER']]"
Badgers dig deep holes.,"[[0, 7, 'LOC']]"
"I'm a beginner, so I think I'll start from a 'garter stitch' muffler or a 'knit-one-purl-one stitch' one.","[[19, 31, 'MISC']]"
Lock the gate.,"[[0, 4, 'PER']]"
Keep going straight.,"[[0, 4, 'MISC']]"
Clean the dirt off the mirror.,"[[0, 5, 'MISC']]"
Brussels is the capital of Belgium.,"[[0, 8, 'LOC'], [27, 35, 'LOC']]"
Brussels is the capital of Belgium.,"[[0, 8, 'LOC'], [27, 35, 'LOC']]"
He came to Berlin as a teacher.,"[[11, 17, 'LOC']]"
Cologne lies on the Rhine.,"[[0, 7, 'LOC'], [20, 26, 'LOC']]"
Cologne lies on the Rhine.,"[[0, 7, 'LOC'], [20, 26, 'LOC']]"
"America is a large, friendly dog in a very small room. Every time it wags its tail, it knocks over a chair.","[[0, 7, 'LOC']]"
The M1 motorway connects London to Leeds.,"[[4, 15, 'LOC'], [25, 31, 'LOC'], [35, 41, 'LOC']]"
The M1 motorway connects London to Leeds.,"[[4, 15, 'LOC'], [25, 31, 'LOC'], [35, 41, 'LOC']]"
The M1 motorway connects London to Leeds.,"[[4, 15, 'LOC'], [25, 31, 'LOC'], [35, 41, 'LOC']]"
There's not a single safe place anymore in Japan.,"[[43, 48, 'LOC']]"
"To grow the commons of free knowledge and free culture, all users contributing to Tatoeba project are required to grant broad permissions to the general public to re-distribute and re-use their contributions freely, as long as the use is attributed and the same freedom to re-use and re-distribute applies to any derivative works.","[[82, 89, 'LOC']]"
"Therefore, for any text you hold the copyright to, by submitting it, you agree to license it under the Creative Commons Attribution License 2.0 (fr).","[[103, 139, 'MISC']]"
"Prostitution, gambling, the use of narcotic substances, drunkenness, disorder, and all other illegal activities are STRICTLY FORBIDDEN.","[[116, 135, 'LOC']]"
Jim raised his hand.,"[[0, 3, 'PER']]"
Andrej Chadanovič is a major figure in Belarusian poetry.,"[[0, 17, 'PER'], [39, 49, 'MISC']]"
Andrej Chadanovič is a major figure in Belarusian poetry.,"[[0, 17, 'PER'], [39, 49, 'MISC']]"
"Mr. Crouch, what are you doing?","[[0, 10, 'PER']]"
White doves are beautiful birds.,"[[0, 5, 'PER']]"
"When the heater in the barn fails, milk-flavoured ice cubes this entails.","[[50, 53, 'MISC']]"
To dismiss the dialog box you need to click the X at the top right of the window.,"[[48, 49, 'MISC']]"
Tatoeba: Because you can't meet enough frenchies.,"[[0, 31, 'MISC']]"
"FSI officer: ""Sir, there is a website where ANYONE can add a sentence in a foreign language!"". FSI president: ""What?! Bomb them!"".","[[0, 3, 'ORG'], [44, 50, 'ORG'], [95, 98, 'ORG'], [111, 128, 'MISC']]"
"FSI officer: ""Sir, there is a website where ANYONE can add a sentence in a foreign language!"". FSI president: ""What?! Bomb them!"".","[[0, 3, 'ORG'], [44, 50, 'ORG'], [95, 98, 'ORG'], [111, 128, 'MISC']]"
"FSI officer: ""Sir, there is a website where ANYONE can add a sentence in a foreign language!"". FSI president: ""What?! Bomb them!"".","[[0, 3, 'ORG'], [44, 50, 'ORG'], [95, 98, 'ORG'], [111, 128, 'MISC']]"
"FSI officer: ""Sir, there is a website where ANYONE can add a sentence in a foreign language!"". FSI president: ""What?! Bomb them!"".","[[0, 3, 'ORG'], [44, 50, 'ORG'], [95, 98, 'ORG'], [111, 128, 'MISC']]"
"Honey, quick, quick. There's this website called Tatoeba that's auctioning its sentence collection for a cent each! They've even got special offers like buy 100 sentences and get 1 free! ""Ah great! now people collect sentences as a hobby?! What's the world coming to!""","[[0, 5, 'LOC'], [49, 63, 'MISC'], [116, 123, 'MISC'], [188, 197, 'MISC']]"
"Honey, quick, quick. There's this website called Tatoeba that's auctioning its sentence collection for a cent each! They've even got special offers like buy 100 sentences and get 1 free! ""Ah great! now people collect sentences as a hobby?! What's the world coming to!""","[[0, 5, 'LOC'], [49, 63, 'MISC'], [116, 123, 'MISC'], [188, 197, 'MISC']]"
"Honey, quick, quick. There's this website called Tatoeba that's auctioning its sentence collection for a cent each! They've even got special offers like buy 100 sentences and get 1 free! ""Ah great! now people collect sentences as a hobby?! What's the world coming to!""","[[0, 5, 'LOC'], [49, 63, 'MISC'], [116, 123, 'MISC'], [188, 197, 'MISC']]"
"Honey, quick, quick. There's this website called Tatoeba that's auctioning its sentence collection for a cent each! They've even got special offers like buy 100 sentences and get 1 free! ""Ah great! now people collect sentences as a hobby?! What's the world coming to!""","[[0, 5, 'LOC'], [49, 63, 'MISC'], [116, 123, 'MISC'], [188, 197, 'MISC']]"
Save a human. Eat a cannibal.,"[[0, 4, 'LOC']]"
Tatoeba: Where debates are hotter than two rabbits making babies in a sock!,"[[0, 14, 'LOC']]"
"In China, there's a saying that you can't judge a person by appearance.","[[3, 8, 'LOC']]"
I don't go to school on Sundays.,"[[24, 32, 'LOC']]"
With this module you can make the Enter key generate an event.,"[[34, 39, 'MISC']]"
We will tidy up our room so that Mom is satisfied.,"[[33, 36, 'PER']]"
"Tatoeba: Sentences, sentences, and more sentences.","[[0, 19, 'LOC']]"
"Tatoeba: Where sentences are always sentences, except when they aren't.","[[0, 14, 'LOC']]"
"Pooja, the elegant lady with mellifluous voice, is to star in an upcoming Bollywood movie.","[[74, 83, 'PER']]"
Tyro was married to Cretheus but loved Enipeus.,"[[0, 4, 'PER'], [20, 28, 'PER']]"
Tyro was married to Cretheus but loved Enipeus.,"[[0, 4, 'PER'], [20, 28, 'PER']]"
Napoleon guided his troops to Russia.,"[[0, 8, 'PER'], [30, 36, 'LOC']]"
Napoleon guided his troops to Russia.,"[[0, 8, 'PER'], [30, 36, 'LOC']]"
Yumi went to the park to play tennis.,"[[0, 4, 'MISC']]"
Dick played piano and Lucy sang.,"[[0, 4, 'PER'], [22, 26, 'PER']]"
Dick played piano and Lucy sang.,"[[0, 4, 'PER'], [22, 26, 'PER']]"
The Rhine flows between France and Germany.,"[[4, 9, 'LOC'], [24, 30, 'LOC'], [35, 43, 'LOC']]"
The Rhine flows between France and Germany.,"[[4, 9, 'LOC'], [24, 30, 'LOC'], [35, 43, 'LOC']]"
The Rhine flows between France and Germany.,"[[4, 9, 'LOC'], [24, 30, 'LOC'], [35, 43, 'LOC']]"
They're digging a hole.,"[[0, 7, 'LOC']]"
I learn English every day.,"[[8, 15, 'MISC']]"
"All languages are equal, but English is more equal than the others.","[[29, 36, 'MISC']]"
John's two years older than me.,"[[0, 6, 'PER']]"
Power entails responsibilities.,"[[0, 5, 'PER']]"
"All right, I'm outta here.","[[11, 14, 'MISC']]"
Who's this?,"[[0, 11, 'MISC']]"
The Mississippi is the longest river in the United States.,"[[4, 15, 'LOC'], [44, 57, 'LOC']]"
The Mississippi is the longest river in the United States.,"[[4, 15, 'LOC'], [44, 57, 'LOC']]"
"U.S.S.R. stands for the ""Union of Soviet Socialist Republics"".","[[25, 60, 'ORG']]"
I understood from his accent that he was an American.,"[[44, 52, 'MISC']]"
"If you bite me, then I'll bite you, too.","[[21, 25, 'LOC']]"
The Chinese people are exceptionally hardworking.,"[[4, 11, 'MISC']]"
I'm studying at the University of Hyogo.,"[[20, 40, 'ORG']]"
"From time to time, he goes to Tokyo on business.","[[30, 35, 'LOC']]"
My train left at 7 and arrived in New York at 10.,"[[34, 42, 'LOC']]"
Follow me into the room.,"[[0, 6, 'PER']]"
Goodbye. See you tomorrow.,"[[0, 12, 'LOC']]"
Spring follows winter.,"[[0, 6, 'PER']]"
The CD on the table is mine.,"[[4, 6, 'MISC']]"
"All right. I'll translate another fifteen sentences in German, and then leave.","[[55, 61, 'MISC']]"
We'd like a table in the non-smoking section.,"[[0, 4, 'PER']]"
She's not the same age as Mary.,"[[26, 31, 'PER']]"
"Tom speaks Spanish, and so does Betty.","[[0, 3, 'PER'], [11, 18, 'MISC'], [32, 38, 'PER']]"
"Tom speaks Spanish, and so does Betty.","[[0, 3, 'PER'], [11, 18, 'MISC'], [32, 38, 'PER']]"
"Tom speaks Spanish, and so does Betty.","[[0, 3, 'PER'], [11, 18, 'MISC'], [32, 38, 'PER']]"
Happy birthday!,"[[0, 15, 'MISC']]"
"They had stickers on their cars reading: ""First Iraq then France"".","[[58, 64, 'LOC']]"
I know an English language instructor who comes from Canada.,"[[10, 17, 'MISC'], [53, 59, 'LOC']]"
I know an English language instructor who comes from Canada.,"[[10, 17, 'MISC'], [53, 59, 'LOC']]"
Yesterday I bought a book.,"[[0, 11, 'MISC']]"
Tomorrow I must leave earlier.,"[[0, 10, 'PER']]"
"Today is June 18th, the birthday of Muiriel!","[[36, 44, 'LOC']]"
He returned from Canada.,"[[17, 23, 'LOC']]"
I have to learn Japanese.,"[[16, 25, 'PER']]"
Love is blind.,"[[0, 4, 'PER']]"
"The French flag is blue, white, and red.","[[4, 10, 'MISC']]"
I live in Kobe.,"[[10, 15, 'LOC']]"
Tom got out of bed every morning at 6 am.,"[[0, 3, 'PER']]"
The police followed him to Paris.,"[[27, 32, 'LOC']]"
"Pardon me, is that seat taken?","[[0, 6, 'PER']]"
"I have a coat, but I don't have a hat.","[[19, 26, 'MISC']]"
Yesterday I helped the father.,"[[0, 11, 'MISC']]"
Here is Japan.,"[[8, 13, 'LOC']]"
"Before TV cameras, they emptied bottles of Bordeaux wine into the gutter - crying out slogans against the France that had rejected the war in Iraq.","[[43, 51, 'LOC'], [102, 112, 'LOC'], [142, 147, 'LOC']]"
"Before TV cameras, they emptied bottles of Bordeaux wine into the gutter - crying out slogans against the France that had rejected the war in Iraq.","[[43, 51, 'LOC'], [102, 112, 'LOC'], [142, 147, 'LOC']]"
"Before TV cameras, they emptied bottles of Bordeaux wine into the gutter - crying out slogans against the France that had rejected the war in Iraq.","[[43, 51, 'LOC'], [102, 112, 'LOC'], [142, 147, 'LOC']]"
Sunday follows Saturday.,"[[15, 24, 'MISC']]"
The train on which he left goes to Tokyo Station.,"[[35, 48, 'LOC']]"
Why is Mary going with him to the picnic?,"[[7, 11, 'PER']]"
Life is a dream.,"[[0, 4, 'PER']]"
He teaches Arabic.,"[[11, 18, 'MISC']]"
It is 50 kilometers to Paris.,"[[23, 28, 'LOC']]"
One can't visit Rome in one day.,"[[16, 20, 'LOC']]"
Aoi is a good dancer.,"[[0, 3, 'PER']]"
Add the shredded carrot to the stuffing.,"[[0, 3, 'PER']]"
"She was fine before lunch, but felt bad afterwards.","[[36, 51, 'LOC']]"
Could I please use your phone?,"[[0, 7, 'PER']]"
And I'm in Lvov now!,"[[4, 20, 'MISC']]"
We scaled up Mount Fuji last year.,"[[13, 23, 'LOC']]"
Life is boring in a small village.,"[[0, 4, 'PER']]"
Maybe it'll snow.,"[[0, 5, 'PER']]"
"Most people who eat with a fork live in Europe, North America, and South America; people who eat with chop sticks live in Africa, the Near East, Indonesia, and India.","[[40, 46, 'LOC'], [48, 61, 'LOC'], [67, 80, 'LOC'], [122, 128, 'LOC'], [134, 143, 'LOC'], [145, 154, 'LOC'], [160, 166, 'LOC']]"
