sentence, entity type + position
"Sag Tom, dass ich heute bis spät abends arbeiten muss.","[[4, 7, 'PER']]"
"Teile Tom mit, dass ich so bald wie möglich dort sein werde!","[[6, 9, 'PER']]"
"„Hast du Tom gesehen?“ – „Nein, in den letzten Tagen gar nicht.“","[[9, 12, 'PER']]"
"Tom hat einen Hund, der Bello heißt.","[[0, 3, 'PER'], [24, 29, 'PER']]"
"Tom hat einen Hund, der Bello heißt.","[[0, 3, 'PER'], [24, 29, 'PER']]"
Tom wollte seinen Welpen Krümel nennen.,"[[0, 3, 'PER'], [25, 31, 'PER']]"
Tom wollte seinen Welpen Krümel nennen.,"[[0, 3, 'PER'], [25, 31, 'PER']]"
Toms Hund heißt Bello.,"[[0, 4, 'PER'], [16, 21, 'PER']]"
Toms Hund heißt Bello.,"[[0, 4, 'PER'], [16, 21, 'PER']]"
Tom hat seinen Hund Bello genannt.,"[[0, 3, 'PER'], [20, 25, 'PER']]"
Tom hat seinen Hund Bello genannt.,"[[0, 3, 'PER'], [20, 25, 'PER']]"
Lass Maria ihre Arbeit verrichten!,"[[5, 10, 'PER']]"
Lassen Sie Maria ihre Arbeit verrichten!,"[[11, 16, 'PER']]"
Lass Tom seine Arbeit verrichten!,"[[5, 8, 'PER']]"
Lassen Sie Tom seine Arbeit verrichten!,"[[11, 14, 'PER']]"
"Das ist ein hebräisches Wort, und es bedeutet „Freund“.","[[12, 23, 'MISC']]"
"Ich wusste nicht, dass dieses Wort aus dem Hebräischen kommt.","[[43, 54, 'MISC']]"
Ich kenne nicht viele hebräische Wörter.,"[[22, 32, 'MISC']]"
Modernes Hebräisch ist einfacher als Althebräisch.,"[[9, 18, 'MISC']]"
"Das ist kein Hebräisch, sondern Jiddisch.","[[13, 22, 'MISC'], [32, 40, 'MISC']]"
"Das ist kein Hebräisch, sondern Jiddisch.","[[13, 22, 'MISC'], [32, 40, 'MISC']]"
Das ist kein Hebräisch. Das ist Jiddisch.,"[[13, 22, 'MISC'], [32, 40, 'MISC']]"
Das ist kein Hebräisch. Das ist Jiddisch.,"[[13, 22, 'MISC'], [32, 40, 'MISC']]"
Jiddisch wird mit dem hebräischen Alphabet geschrieben.,"[[0, 8, 'MISC'], [22, 33, 'MISC']]"
Jiddisch wird mit dem hebräischen Alphabet geschrieben.,"[[0, 8, 'MISC'], [22, 33, 'MISC']]"
"Hebräisch schreibt man von rechts nach links, genauso wie Arabisch.","[[0, 9, 'MISC'], [58, 66, 'MISC']]"
"Hebräisch schreibt man von rechts nach links, genauso wie Arabisch.","[[0, 9, 'MISC'], [58, 66, 'MISC']]"
Sie spricht mit ihrer Mutter Hebräisch und mit ihrem Vater Polnisch.,"[[29, 38, 'MISC'], [59, 67, 'MISC']]"
Sie spricht mit ihrer Mutter Hebräisch und mit ihrem Vater Polnisch.,"[[29, 38, 'MISC'], [59, 67, 'MISC']]"
"Sie wusste nicht, dass es eine Übersetzung des Korans in Hebräisch gibt.","[[47, 53, 'MISC'], [57, 66, 'MISC']]"
"Sie wusste nicht, dass es eine Übersetzung des Korans in Hebräisch gibt.","[[47, 53, 'MISC'], [57, 66, 'MISC']]"
Wer hat den Koran ins Hebräische übersetzt?,"[[12, 17, 'MISC'], [22, 32, 'MISC']]"
Wer hat den Koran ins Hebräische übersetzt?,"[[12, 17, 'MISC'], [22, 32, 'MISC']]"
Er las die hebräische Übersetzung des Korans in weniger als einer Woche.,"[[11, 21, 'MISC']]"
Ich habe in einem kleinen Bücherladen ein französisch-hebräisches Wörterbuch gefunden.,"[[42, 53, 'MISC'], [53, 65, 'MISC']]"
Ich habe in einem kleinen Bücherladen ein französisch-hebräisches Wörterbuch gefunden.,"[[42, 53, 'MISC'], [53, 65, 'MISC']]"
Ich habe Maria gestern ein Geschenk geschickt.,"[[9, 14, 'PER']]"
"Obwohl ich fließend Französisch spreche, ist es mir unmöglich, Herrn Schmidts Französisch zu verstehen.","[[20, 31, 'MISC'], [69, 77, 'PER'], [78, 89, 'MISC']]"
"Obwohl ich fließend Französisch spreche, ist es mir unmöglich, Herrn Schmidts Französisch zu verstehen.","[[20, 31, 'MISC'], [69, 77, 'PER'], [78, 89, 'MISC']]"
"Obwohl ich fließend Französisch spreche, ist es mir unmöglich, Herrn Schmidts Französisch zu verstehen.","[[20, 31, 'MISC'], [69, 77, 'PER'], [78, 89, 'MISC']]"
"Wenn du in den Vereinigten Staaten Französisch sprechen willst, dann musst du nach Louisiana gehen.","[[15, 34, 'LOC'], [35, 46, 'MISC'], [83, 92, 'LOC']]"
"Wenn du in den Vereinigten Staaten Französisch sprechen willst, dann musst du nach Louisiana gehen.","[[15, 34, 'LOC'], [35, 46, 'MISC'], [83, 92, 'LOC']]"
"Wenn du in den Vereinigten Staaten Französisch sprechen willst, dann musst du nach Louisiana gehen.","[[15, 34, 'LOC'], [35, 46, 'MISC'], [83, 92, 'LOC']]"
"Wenn du in Kanada französischsprechenden Menschen begegnen willst, dann musst du nach Quebec gehen.","[[11, 17, 'LOC'], [86, 92, 'LOC']]"
"Wenn du in Kanada französischsprechenden Menschen begegnen willst, dann musst du nach Quebec gehen.","[[11, 17, 'LOC'], [86, 92, 'LOC']]"
Ich übersetzte gewöhnlich aus dem Englischen ins Spanische.,"[[34, 44, 'MISC'], [49, 58, 'MISC']]"
Ich übersetzte gewöhnlich aus dem Englischen ins Spanische.,"[[34, 44, 'MISC'], [49, 58, 'MISC']]"
Du kannst Chinesisch sprechen. Lily wird es mir übersetzen.,"[[10, 20, 'MISC'], [31, 35, 'PER']]"
Du kannst Chinesisch sprechen. Lily wird es mir übersetzen.,"[[10, 20, 'MISC'], [31, 35, 'PER']]"
Der Koran ist in viele Sprachen übersetzt worden.,"[[4, 9, 'MISC']]"
Ich übersetze unentgeltlich ins Esperanto.,"[[32, 41, 'MISC']]"
"Wenn du etwas ins Berberische übersetzen lassen möchtest, dann wende dich an Amastan.","[[18, 29, 'MISC'], [77, 84, 'PER']]"
"Wenn du etwas ins Berberische übersetzen lassen möchtest, dann wende dich an Amastan.","[[18, 29, 'MISC'], [77, 84, 'PER']]"
"Ich habe gehört, dass er sogar aus dem Althebräischen übersetzen könne.","[[39, 53, 'MISC']]"
"Sie lernte Chinesisch, um in der Lage zu sein, ihre Bücher in diese Sprache zu übersetzen.","[[11, 21, 'MISC']]"
Kannst du diese Zusammenfassung ins Arabische übersetzen?,"[[36, 45, 'MISC']]"
Dieser Text muss nicht übersetzt werden. Mir liegt bereits die spanische Fassung vor.,"[[63, 72, 'LOC']]"
Kannst du aus dem Norwegischen ins Deutsche übersetzen?,"[[18, 30, 'MISC'], [35, 43, 'MISC']]"
Kannst du aus dem Norwegischen ins Deutsche übersetzen?,"[[18, 30, 'MISC'], [35, 43, 'MISC']]"
Wann fängst du mit der Übersetzung von Marias Artikel an?,"[[39, 45, 'PER']]"
"Ich wusste doch, dass Maria diesen Brief übersetzte!","[[22, 27, 'PER']]"
Ich kann diesen Artikel nicht ins Arabische übersetzen.,"[[34, 43, 'MISC']]"
Wo hat Mahatma Gandhi studiert?,"[[7, 21, 'PER']]"
"Erik Homburger Erikson ist insbesondere für seine Theorie der Persönlichkeitsentwicklung bekannt, die Stufenmodell der psychosozialen Entwicklung genannt wird.","[[0, 22, 'PER']]"
Ich kaufe einen Plan von Hamburg.,"[[25, 32, 'LOC']]"
In Berlin gibt es viele schöne Plätze.,"[[3, 9, 'LOC']]"
"Aotearoa - ist der Name des Maori aus Neuseeland. Übersetzt als ""Land der langen weißen Wolke.""","[[0, 8, 'LOC'], [28, 33, 'ORG'], [38, 48, 'LOC']]"
"Aotearoa - ist der Name des Maori aus Neuseeland. Übersetzt als ""Land der langen weißen Wolke.""","[[0, 8, 'LOC'], [28, 33, 'ORG'], [38, 48, 'LOC']]"
"Aotearoa - ist der Name des Maori aus Neuseeland. Übersetzt als ""Land der langen weißen Wolke.""","[[0, 8, 'LOC'], [28, 33, 'ORG'], [38, 48, 'LOC']]"
Der erste Vers der brasilianischen Nationalhymne bezieht sich auf den Fluss namens Ipiranga.,"[[19, 34, 'LOC'], [83, 91, 'LOC']]"
Der erste Vers der brasilianischen Nationalhymne bezieht sich auf den Fluss namens Ipiranga.,"[[19, 34, 'LOC'], [83, 91, 'LOC']]"
Der gregorianische Kalender nimmt die Geburt Christi als Bezugspunkt.,"[[4, 18, 'PER'], [45, 52, 'PER']]"
Der gregorianische Kalender nimmt die Geburt Christi als Bezugspunkt.,"[[4, 18, 'PER'], [45, 52, 'PER']]"
"Perry irrt sich, wenn er davon ausgeht, dass Emmets Theorie ohne Rückbezug auf die newtonsche Physik konstruiert wurde.","[[0, 5, 'PER'], [45, 51, 'PER']]"
"Perry irrt sich, wenn er davon ausgeht, dass Emmets Theorie ohne Rückbezug auf die newtonsche Physik konstruiert wurde.","[[0, 5, 'PER'], [45, 51, 'PER']]"
Im Erzgebirge gibt es ein Nussknacker-Museum.,"[[3, 13, 'LOC']]"
Goethes Vater war kaiserlicher Rat.,"[[0, 7, 'PER']]"
"Der Mann, mit dem ich gesprochen habe, war Deutscher, nicht Amerikaner.","[[43, 52, 'LOC'], [60, 70, 'LOC']]"
"Der Mann, mit dem ich gesprochen habe, war Deutscher, nicht Amerikaner.","[[43, 52, 'LOC'], [60, 70, 'LOC']]"
Im Fernsehen sahen wir Mamas Büro in Flammen.,"[[23, 28, 'PER']]"
"Helena ist Sekretärin, richtig?","[[0, 6, 'PER']]"
"Als wir Koko die Neuigkeiten erzählt hatten, schwieg sie etwa zehn Minuten lang.","[[8, 12, 'PER']]"
"Es war einfach für uns, Jane zu finden.","[[24, 28, 'PER']]"
Was essen Italiener gewöhnlich zu Mittag?,"[[10, 19, 'LOC']]"
Wie viel beträgt das Porto für einen Brief nach Brasilien?,"[[21, 26, 'LOC'], [48, 57, 'LOC']]"
Wie viel beträgt das Porto für einen Brief nach Brasilien?,"[[21, 26, 'LOC'], [48, 57, 'LOC']]"
"Erinnerst du dich an den Tag, als wir zum ersten Mal Dick trafen?","[[53, 57, 'PER']]"
"Erinnern Sie sich an den Tag, als wir zum ersten Mal Dick begegnet sind?","[[53, 57, 'PER']]"
"Dass wir uns in Paris begegnet sind, war ein glücklicher Zufall.","[[16, 21, 'LOC']]"
"Dass wir uns in Paris getroffen haben, war ein glücklicher Zufall.","[[16, 21, 'LOC']]"
"Der Generalsekretär des Spanischen Bankenverbandes sagte, dass mangelnde Offenheit den spanischen Banken schade.","[[24, 50, 'ORG'], [87, 97, 'LOC']]"
"Der Generalsekretär des Spanischen Bankenverbandes sagte, dass mangelnde Offenheit den spanischen Banken schade.","[[24, 50, 'ORG'], [87, 97, 'LOC']]"
"Der Generalsekretär des Spanischen Bankenverbandes sagte, dass mangelnde Transparenz den spanischen Banken schade.","[[24, 50, 'ORG'], [89, 99, 'LOC']]"
"Der Generalsekretär des Spanischen Bankenverbandes sagte, dass mangelnde Transparenz den spanischen Banken schade.","[[24, 50, 'ORG'], [89, 99, 'LOC']]"
Auch die Deutschen haben Humor.,"[[9, 18, 'LOC']]"
Auch die Deutschen haben einen Sinn für Humor.,"[[9, 18, 'LOC']]"
Leider lebt kein Elefant im wunderschönen Sorbenland.,"[[42, 52, 'LOC']]"
Der Garten von Herrn White ist groß.,"[[21, 26, 'PER']]"
"Erlauben Sie mir, dass ich Sie Herrn White vorstelle.","[[37, 42, 'PER']]"
Der Garten von Frau Schwarz ist klein.,"[[20, 27, 'PER']]"
"Da wir gerade von Herrn White sprechen, wo lebt er derzeit?","[[24, 29, 'PER']]"
Beim Zusammenstoß mit einem Volvo hat unser Auto natürlich den größeren Schaden davongetragen.,"[[28, 33, 'ORG']]"
Wir müssen Tom im Krankenhaus besuchen.,"[[11, 14, 'PER']]"
Wir wollen beide nach Boston.,"[[22, 28, 'LOC']]"
Tom wird in ein paar Tagen tot sein.,"[[0, 3, 'PER']]"
Tom wird sich zu Tode langweilen.,"[[0, 3, 'PER']]"
Tom ging ins Haus.,"[[0, 3, 'PER']]"
Tom war die meiste Zeit des Tages am Telefon.,"[[0, 3, 'PER']]"
Tom saß im Schneidersitz im Dunkeln.,"[[0, 3, 'PER']]"
Tom schlug die Tür zu.,"[[0, 3, 'PER']]"
Tom hat mir alles gesagt.,"[[0, 3, 'PER']]"
Tom trank einen Schluck aus der Flasche.,"[[0, 3, 'PER']]"
Tom nahm einen Zug aus der Flasche.,"[[0, 3, 'PER']]"
Tom trägt gewöhnlich seidene Schlafanzüge.,"[[0, 3, 'PER']]"
"Tom wollte, dass ich fuhr.","[[0, 3, 'PER']]"
Tom war in großer Eile.,"[[0, 3, 'PER']]"
Tom hatte es nicht eilig zu heiraten.,"[[0, 3, 'PER']]"
Tom wurde ermordet.,"[[0, 3, 'PER']]"
Tom hat ein ziemlich gutes Gedächtnis.,"[[0, 3, 'PER']]"
Tom eilte zu Maria.,"[[0, 3, 'PER'], [13, 18, 'PER']]"
Tom eilte zu Maria.,"[[0, 3, 'PER'], [13, 18, 'PER']]"
"Tom hat es nicht eilig, sein Auto zu verkaufen.","[[0, 3, 'PER']]"
"Tom ist sich nicht sicher, was er tun soll.","[[0, 3, 'PER']]"
Tom sah zu Maria herüber.,"[[0, 3, 'PER'], [11, 16, 'PER']]"
Tom sah zu Maria herüber.,"[[0, 3, 'PER'], [11, 16, 'PER']]"
Tom stieß die Schlafzimmertüre auf.,"[[0, 3, 'PER']]"
"Tom sagte, er habe es eilig.","[[0, 3, 'PER']]"
Tom scheint es immer sehr eilig zu haben.,"[[0, 3, 'PER']]"
"Tom bat mich, dich etwas zu fragen.","[[0, 3, 'PER']]"
Tom stellt jeden Tag dieselbe Frage.,"[[0, 3, 'PER']]"
"Tom meinte, dass es nicht nötig sei, sich zu beeilen.","[[0, 3, 'PER']]"
"Tom meinte, dass es nicht nottue, sich zu beeilen.","[[0, 3, 'PER']]"
Tom stieg in den Wagen und schlug die Tür zu.,"[[0, 3, 'PER']]"
Beeile dich bitte! Tom wartet.,"[[19, 22, 'PER']]"
Bitte beeilen Sie sich! Tom wartet.,"[[24, 27, 'PER']]"
"Wenn du je Arbeit brauchst, dann gehe nur zu Tom!","[[45, 48, 'PER']]"
"Wenn du je Arbeit benötigst, dann wende dich an Tom!","[[48, 51, 'PER']]"
Verbessert sich Tom?,"[[16, 20, 'PER']]"
"Ich will, dass du morgen nach Boston fliegst.","[[30, 36, 'LOC']]"
"Ich will, dass Sie morgen nach Boston fliegen.","[[31, 37, 'LOC']]"
Ich habe Tom im Fernsehen gesehen.,"[[9, 12, 'PER']]"
"Ich hoffe, Tom weiß das zu schätzen.","[[11, 14, 'PER']]"
Ich arbeite gern mit Tom zusammen.,"[[21, 24, 'PER']]"
"Ich weiß nicht, ob Tom da arbeitet oder nicht.","[[19, 22, 'PER']]"
Ich mag Tom nicht und vertraue ihm nicht.,"[[8, 11, 'PER']]"
"Ich will nicht, dass du dich mit Tom herumtreibst!","[[33, 36, 'PER']]"
Auf welche Weise kam Tom ums Leben?,"[[21, 24, 'PER']]"
Warst du schon einmal bei Tom zu Hause?,"[[26, 29, 'PER']]"
Wie genau kam Tom ums Leben?,"[[14, 17, 'PER']]"
Hast du mit Tom gesprochen?,"[[12, 15, 'PER']]"
Haben Sie mit Tom gesprochen?,"[[14, 17, 'PER']]"
Hat sich Tom sehr verändert?,"[[9, 12, 'PER']]"
Vermisst du Tom nicht?,"[[12, 15, 'PER']]"
Vermissen Sie Tom nicht?,"[[14, 17, 'PER']]"
"Sagte Tom, dass er dich liebe?","[[6, 9, 'PER']]"
"Soweit ich weiß, ist Tom noch verheiratet.","[[21, 24, 'PER']]"
"Soweit ich weiß, befindet sich Tom im Ruhestand.","[[31, 34, 'PER']]"
"Soweit ich weiß, ist Tom pensioniert.","[[21, 24, 'PER']]"
"Soweit ich weiß, ist Tom in Rente.","[[21, 24, 'PER']]"
Marias Brüste sind klein und fest. Tom findet das gut.,"[[0, 6, 'PER'], [35, 38, 'PER']]"
Marias Brüste sind klein und fest. Tom findet das gut.,"[[0, 6, 'PER'], [35, 38, 'PER']]"
"Soweit ich weiß, ist Tom glücklich.","[[21, 24, 'PER']]"
Seine Familie wanderte in die Vereinigten Staaten aus.,"[[30, 49, 'LOC']]"
Er ist jüdischer Amerikaner.,"[[17, 27, 'LOC']]"
Er ist Afroamerikaner.,"[[7, 21, 'LOC']]"
Sie ist Afroamerikanerin.,"[[8, 24, 'LOC']]"
Sie ist jüdische Amerikanerin.,"[[17, 29, 'LOC']]"
Tom ist Wünschelrutengänger.,"[[0, 3, 'PER']]"
Maria Callas hat eine schöne Stimme.,"[[0, 12, 'PER']]"
In Deutschland haben sich die Lokomotiven schon lange das Rauchen abgewöhnt.,"[[3, 14, 'LOC']]"
Die ICE-Expresszüge fahren in Deutschland stellenweise mit der Geschwindigkeit von mehr als 250 km/h.,"[[30, 41, 'LOC']]"
Tom mag keinen irischen Kaffee.,"[[0, 3, 'PER'], [15, 23, 'LOC']]"
Tom mag keinen irischen Kaffee.,"[[0, 3, 'PER'], [15, 23, 'LOC']]"
Maria hat die Schrift auf dem Namensschild ihres Briefkastens nach dem Goldenen Schnitt ausgerichtet.,"[[0, 5, 'PER'], [71, 87, 'MISC']]"
Maria hat die Schrift auf dem Namensschild ihres Briefkastens nach dem Goldenen Schnitt ausgerichtet.,"[[0, 5, 'PER'], [71, 87, 'MISC']]"
Onkel Bob hat meine Uhr repariert. Sie geht jetzt richtig.,"[[6, 9, 'PER']]"
Bob beklagte sich bei seinem Freund.,"[[0, 3, 'PER']]"
Bob ist wirklich ein Arschkriecher.,"[[0, 3, 'PER']]"
Bob nahm sie zur Frau.,"[[0, 3, 'PER']]"
"Bob gab Tina fast alle Briefmarken, die er gesammelt hatte, und behielt nur wenige für sich.","[[0, 3, 'PER'], [8, 12, 'PER']]"
"Bob gab Tina fast alle Briefmarken, die er gesammelt hatte, und behielt nur wenige für sich.","[[0, 3, 'PER'], [8, 12, 'PER']]"
Bob hat zu viele Bücher zu lesen.,"[[0, 3, 'PER']]"
Er interessiert sich sehr für japanische Geschichte.,"[[30, 40, 'LOC']]"
Er ist sehr an der Geschichte Japans interessiert.,"[[30, 36, 'LOC']]"
Bob arbeitete samstags als Verkäufer im Lebensmittelgeschäft.,"[[0, 3, 'PER']]"
"Bob hatte seine Monatskarte nicht dabei, so dass er zu spät zur Schule kam.","[[0, 3, 'PER']]"
Bob begegnete ihrem Großvater am frühen Morgen.,"[[0, 3, 'PER']]"
"Sie ist Amerikanerin, wohnt aber im Vereinigten Königreich.","[[8, 20, 'LOC'], [36, 58, 'LOC']]"
"Sie ist Amerikanerin, wohnt aber im Vereinigten Königreich.","[[8, 20, 'LOC'], [36, 58, 'LOC']]"
Marko stammt aus Nicaragua. Er ist Nicaraguaner.,"[[0, 5, 'PER'], [17, 26, 'LOC']]"
Marko stammt aus Nicaragua. Er ist Nicaraguaner.,"[[0, 5, 'PER'], [17, 26, 'LOC']]"
"Bob montierte das Bildnis in einen kunstvollen Rahmen, aber es war verkehrt herum.","[[0, 3, 'PER']]"
Er spricht Arabisch.,"[[11, 19, 'MISC']]"
Bob durchlebte viele Gefahrensituationen während des Krieges.,"[[0, 3, 'PER']]"
Bob stellte dem Lehrer ein paar Fragen.,"[[0, 3, 'PER']]"
Die Königin besucht nächtes Jahr China.,"[[33, 38, 'LOC']]"
"Hallo, ich heiße Pecca. Wie heißt du?","[[17, 22, 'PER']]"
"Zehn zu eins, dass Bob bei der Aufnahmeprüfung durchfallen wird.","[[19, 22, 'PER']]"
"Wir brechen auf, sobald Tom da ist.","[[24, 27, 'PER']]"
Behalte Tom im Auge!,"[[8, 11, 'PER']]"
Pass auf Tom auf!,"[[9, 12, 'PER']]"
Behalten Sie Tom im Auge!,"[[13, 16, 'PER']]"
Passen Sie auf Tom auf!,"[[15, 18, 'PER']]"
Er hat den El Capitan erklommen.,"[[11, 21, 'LOC']]"
Der Yosemite-Nationalpark ist einer der schönsten Orte auf Erden.,"[[4, 25, 'LOC'], [59, 64, 'LOC']]"
Der Yosemite-Nationalpark ist einer der schönsten Orte auf Erden.,"[[4, 25, 'LOC'], [59, 64, 'LOC']]"
Tatoeba ist noch immer ein Projekt im Betastadium.,"[[0, 7, 'ORG']]"
Vertraue Tom nicht!,"[[9, 12, 'PER']]"
"Gib Tom alles, wonach er verlangt!","[[4, 7, 'PER']]"
"Geben Sie Tom alles, wonach er verlangt!","[[10, 13, 'PER']]"
Bleib bei Tom!,"[[10, 13, 'PER']]"
Bleiben Sie bei Tom!,"[[16, 19, 'PER']]"
Bring Tom nach Hause!,"[[0, 9, 'PER']]"
Bringen Sie Tom nach Hause!,"[[12, 15, 'PER']]"
"Sagen Sie Tom, das ich ihn sehen will!","[[10, 13, 'PER']]"
"Sag Tom, dass ich ihn sehen will!","[[4, 7, 'PER']]"
"Tom weigerte sich, Marias Rat zu folgen.","[[0, 3, 'PER'], [19, 25, 'PER']]"
"Tom weigerte sich, Marias Rat zu folgen.","[[0, 3, 'PER'], [19, 25, 'PER']]"
"Tom weigerte sich, Maria zu helfen.","[[0, 3, 'PER'], [19, 24, 'PER']]"
"Tom weigerte sich, Maria zu helfen.","[[0, 3, 'PER'], [19, 24, 'PER']]"
"Tom weigerte sich, Maria bei den Hausaufgaben zu helfen.","[[0, 3, 'PER'], [19, 24, 'PER']]"
"Tom weigerte sich, Maria bei den Hausaufgaben zu helfen.","[[0, 3, 'PER'], [19, 24, 'PER']]"
"Tom meinte, dass Krümel ein guter Name für seinen Hund wäre.","[[0, 3, 'PER'], [17, 23, 'PER']]"
"Tom meinte, dass Krümel ein guter Name für seinen Hund wäre.","[[0, 3, 'PER'], [17, 23, 'PER']]"
"Tom sagt, dass er noch nie eine Artischocke gegessen habe.","[[0, 3, 'PER']]"
Tom und Maria speisten stille im Mondenschein.,"[[0, 3, 'PER'], [8, 13, 'PER']]"
Tom und Maria speisten stille im Mondenschein.,"[[0, 3, 'PER'], [8, 13, 'PER']]"
"Alles, was Tom gegessen hat, waren Bananen.","[[11, 14, 'PER']]"
"Nachdem Tom ein wenig gegessen hatte, kehrten seine Kräfte wieder zurück.","[[8, 11, 'PER']]"
"Tom sagt, dass er nur Naturkost zu sich nehme.","[[0, 3, 'PER']]"
"Kellner, was für Bier haben Sie?","[[0, 7, 'PER']]"
Wie Sie wünschen; zusammen macht es zehn Euro.,"[[41, 45, 'MISC']]"
"Der Himmel ist weiter nichts als der große Schlafsaal der Erde, der allen Menschen offensteht.","[[58, 62, 'LOC']]"
Bob verlangte drei Dollar die Stunde fürs Rasenmähen.,"[[0, 3, 'PER'], [19, 25, 'MISC']]"
Bob verlangte drei Dollar die Stunde fürs Rasenmähen.,"[[0, 3, 'PER'], [19, 25, 'MISC']]"
Bob muss diese Zerreißprobe allein durchstehen.,"[[0, 3, 'PER']]"
"Tom bemerkte nicht, dass sein Hosenstall offenstand.","[[0, 3, 'PER']]"
Grüße Tom von mir!,"[[6, 9, 'PER']]"
Grüßen Sie Tom von mir!,"[[11, 14, 'PER']]"
Bob starrte mir ins Gesicht.,"[[0, 3, 'PER']]"
"Bob ist der einzige Schüler in unserer Klasse, der Spanisch kann.","[[0, 3, 'PER'], [51, 59, 'MISC']]"
"Bob ist der einzige Schüler in unserer Klasse, der Spanisch kann.","[[0, 3, 'PER'], [51, 59, 'MISC']]"
Bob wurde ungeduldig wegen der Verspätung seiner Frau.,"[[0, 3, 'PER']]"
"Bob hat Vergnügen daran, Insekten zu beobachten.","[[0, 3, 'PER']]"
Bob ist auf das kommende Tennisturnier eingestellt.,"[[0, 3, 'PER']]"
"Bob stand so neben sich, dass er kaum unterscheiden konnte zwischen Tatsache und Einbildung.","[[0, 3, 'PER']]"
Bob war schüchtern in seiner Zeit als Highschoolstudent.,"[[0, 3, 'PER']]"
Bob war als Gymnasiast schüchtern.,"[[0, 3, 'PER']]"
Die Frau auf der Bank ist Frau Brown.,"[[31, 36, 'PER']]"
"Yamashita ist in einer ausweglosen Situation. Sein wohldurchdachtes Projekt wurde abgelehnt, und die Bücher, an denen er so hart gearbeitet hat, verkaufen sich nicht.","[[0, 9, 'PER']]"
"Ich erinnere mich an die erste Nacht, in der ich die Milchstraße sah.","[[53, 64, 'LOC']]"
Könntest du mir diesen Bericht auf Italienisch übersetzen?,"[[35, 46, 'MISC']]"
Könntet ihr mir diesen Bericht auf Italienisch übersetzen?,"[[35, 46, 'MISC']]"
Könnten Sie mir diesen Bericht auf Italienisch übersetzen?,"[[35, 46, 'MISC']]"
"Sieht so aus, als ob Tom das Rennen gewonnen hat.","[[21, 24, 'PER']]"
Bill hat den Brief geschrieben.,"[[0, 4, 'PER']]"
Vanuatu ist in Ozeanien.,"[[0, 7, 'LOC'], [15, 23, 'LOC']]"
Vanuatu ist in Ozeanien.,"[[0, 7, 'LOC'], [15, 23, 'LOC']]"
"Tom stellte dieselbe Frage wieder und wieder, aber bekam nie eine Antwort.","[[0, 3, 'PER']]"
Chris schwang sein Schwert.,"[[0, 5, 'PER']]"
Tom scheint nie irgendwas zu Ende zu bringen.,"[[0, 3, 'PER']]"
Warst du schon mal in Hokkaido?,"[[22, 30, 'LOC']]"
Waren Sie schon Mal in Hokkaido?,"[[23, 31, 'LOC']]"
Wart ihr schon Mal in Hokkaido?,"[[22, 30, 'LOC']]"
Von meinem Zimmer in Madrid aus sehe ich Regen auf die Straße fallen.,"[[21, 27, 'LOC']]"
Bob war etwas pummeliger als sein Bruder.,"[[0, 3, 'PER']]"
Bob war im Vergleich zu seinem Bruder etwas speckiger.,"[[0, 3, 'PER']]"
Bob wurde im gleichen Jahr wie du geboren.,"[[0, 3, 'PER']]"
Bob stürmte ins Klassenzimmer.,"[[0, 3, 'PER']]"
Bob liegt jetzt seit einer Woche krank im Bett.,"[[0, 3, 'PER']]"
"Bob unterhält sich selten mit Maria, ohne sie zu verärgern.","[[0, 3, 'PER'], [30, 35, 'PER']]"
"Bob unterhält sich selten mit Maria, ohne sie zu verärgern.","[[0, 3, 'PER'], [30, 35, 'PER']]"
Tom spricht oft mit Maria.,"[[0, 3, 'PER'], [20, 25, 'PER']]"
Tom spricht oft mit Maria.,"[[0, 3, 'PER'], [20, 25, 'PER']]"
Bob ist freundlich zu seiner Umgebung.,"[[0, 3, 'PER']]"
Bob machte einer alten Frau Platz im Bus.,"[[0, 3, 'PER']]"
"Bob schlug vor, die Party auf Mittwoch zu verschieben.","[[0, 3, 'PER']]"
Die Allgemeine Relativitätstheorie erklärt die anomale Periheldrehung des Planeten Merkur.,"[[83, 89, 'LOC']]"
Die Allgemeine Relativitätstheorie sagte die Ablenkung von Sternenlicht durch die Sonne voraus.,"[[82, 87, 'LOC']]"
Bob sang am lautesten bei der Party.,"[[0, 3, 'PER']]"
"Bob ist solch ein netter Mensch, dass ihn jeder mag.","[[0, 3, 'PER']]"
Bob war sehr glücklich.,"[[0, 3, 'PER']]"
"Bob ist sehr schüchtern und wird rot, wenn er mit Mädchen spricht.","[[0, 3, 'PER']]"
Bob ist an hartes Arbeiten gewöhnt.,"[[0, 3, 'PER']]"
"Am Satzbau und an der Wortwahl kann man erkennen, dass du sehr gut Deutsch kannst.","[[67, 74, 'MISC']]"
"Aus der Struktur der Sätze und der Wahl der Wörter kann man ersehen, dass du die deutsche Sprache sehr gut beherrschst.","[[81, 89, 'LOC']]"
"Ich bin sicher, dass sie Michael fertig machen werden, wenn er zur Polizei geht.","[[25, 32, 'PER']]"
"Meine tunesische Freundin ist fantastisch, aber es fällt mir oft schwer, ihre Gedanken zu verstehen.","[[6, 16, 'LOC']]"
Bob stimmte dem Plan nicht zu.,"[[0, 3, 'PER']]"
"Bob eilte nach Hause, um das Fernsehprogramm zu sehen.","[[0, 3, 'PER']]"
