sentence, entity type + position
Tom was extatisch.,"[[0, 3, 'PER']]"
Tom bleef sceptisch.,"[[0, 3, 'PER']]"
Haute couture verwijst naar de creatie van exclusieve kledingstukken.,"[[0, 13, 'MISC']]"
Tom kan dat zonder enige hulp.,"[[0, 3, 'PER']]"
Tom zei tegen Maria dat zij de mooiste vrouw was die hij ooit had gezien.,"[[0, 3, 'PER'], [14, 19, 'PER']]"
Tom zei tegen Maria dat zij de mooiste vrouw was die hij ooit had gezien.,"[[0, 3, 'PER'], [14, 19, 'PER']]"
"De Fransen zijn wijzer dan ze lijken, en de Spanjaarden lijken wijzer dan ze zijn.","[[3, 10, 'MISC'], [44, 55, 'MISC']]"
"De Fransen zijn wijzer dan ze lijken, en de Spanjaarden lijken wijzer dan ze zijn.","[[3, 10, 'MISC'], [44, 55, 'MISC']]"
Waar kan ik de bus naar het station van Tokio nemen?,"[[40, 45, 'LOC']]"
Ik weet dat Tom nu in Australië is.,"[[12, 15, 'PER'], [22, 31, 'LOC']]"
Ik weet dat Tom nu in Australië is.,"[[12, 15, 'PER'], [22, 31, 'LOC']]"
Ik ben niet erg goed in Frans.,"[[24, 29, 'MISC']]"
We zouden Halloween samen moeten vieren.,"[[10, 19, 'MISC']]"
Waarom hebben jullie Duits geleerd?,"[[21, 26, 'MISC']]"
Spaans en Portugees lijken alleen in geschreven vorm op elkaar.,"[[0, 6, 'MISC'], [10, 19, 'MISC']]"
Spaans en Portugees lijken alleen in geschreven vorm op elkaar.,"[[0, 6, 'MISC'], [10, 19, 'MISC']]"
Tom durfde dat niet te doen.,"[[0, 3, 'PER']]"
Tom werkt niet meer voor ons.,"[[0, 3, 'PER']]"
Tom wilde dat Maria thuis zou blijven.,"[[0, 3, 'PER'], [14, 19, 'PER']]"
Tom wilde dat Maria thuis zou blijven.,"[[0, 3, 'PER'], [14, 19, 'PER']]"
"Tom is erg vasthoudend, nietwaar?","[[0, 3, 'PER']]"
Het is een echte Spanjaard.,"[[17, 26, 'MISC']]"
Sami was er ook.,"[[0, 4, 'PER']]"
Ik denk dat Tom snel is.,"[[12, 15, 'PER']]"
Hij praat graag Berbers.,"[[16, 23, 'MISC']]"
Tom zou een goede leraar zijn.,"[[0, 3, 'PER']]"
Ik denk dat Tom moe zal zijn wanneer hij thuiskomt.,"[[12, 15, 'PER']]"
Ik wil een volledige lijst van alles wat Tom gekocht heeft.,"[[41, 44, 'PER']]"
Tom heeft nooit een woord tegen me gezegd.,"[[0, 3, 'PER']]"
Waarom is Tom zo gul?,"[[10, 13, 'PER']]"
Tom en Maria wonen in een huurhuis.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom en Maria wonen in een huurhuis.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom werd schuldig bevonden en tot de dood veroordeeld.,"[[0, 3, 'PER']]"
Tom is de beste vriend die ik ooit heb gehad.,"[[0, 3, 'PER']]"
Tom is ouder dan je vader.,"[[0, 3, 'PER']]"
Ik vroeg Tom waarom hij dat wilde.,"[[9, 12, 'PER']]"
Tom is echt anders.,"[[0, 3, 'PER']]"
Wetenschappers geloven dat Ceres een rotsachtige kern heeft en een mantel van ijs.,"[[27, 32, 'PER']]"
Ik weet zeker dat Tom trots is.,"[[18, 21, 'PER']]"
Tom zei dat ik dik was.,"[[0, 3, 'PER']]"
Ik weet dat Tom onpartijdig gaat zijn.,"[[12, 15, 'PER']]"
Tom voelde zich zwakker worden.,"[[0, 3, 'PER']]"
Tom heeft ons allemaal gered.,"[[0, 3, 'PER']]"
Waarom liet je het Tom niet doen?,"[[19, 22, 'MISC']]"
Tom zal meewerken.,"[[0, 3, 'PER']]"
Ik wil Tom doden.,"[[7, 10, 'PER']]"
Tom wil met ons mee.,"[[0, 3, 'PER']]"
Tom is maandag ontslagen.,"[[0, 3, 'PER']]"
Hoeveel betalen ze Tom?,"[[19, 22, 'PER']]"
Ga je komende week naar Boston?,"[[24, 30, 'LOC']]"
Tom is nog nooit in Boston geweest.,"[[0, 3, 'PER'], [20, 26, 'LOC']]"
Tom is nog nooit in Boston geweest.,"[[0, 3, 'PER'], [20, 26, 'LOC']]"
Tom is diabeticus.,"[[0, 3, 'PER']]"
Ik ben net in Boston aangekomen.,"[[14, 20, 'LOC']]"
Tom helpt niet.,"[[0, 3, 'PER']]"
Wellicht ga ik morgen naar Boston.,"[[27, 33, 'LOC']]"
Tom is slimmer.,"[[0, 3, 'PER']]"
Tom schijnt geen Canadees te zijn.,"[[0, 3, 'PER'], [17, 25, 'MISC']]"
Tom schijnt geen Canadees te zijn.,"[[0, 3, 'PER'], [17, 25, 'MISC']]"
Ik weet dat Tom ondersteunend zal zijn.,"[[12, 15, 'PER']]"
"Zodra ik in Manilla aankwam, was het gevoel van desoriëntatie totaal.","[[12, 19, 'LOC']]"
Tom heeft heel goed nieuws.,"[[0, 3, 'PER']]"
Wie heeft tegen je gezegd dat Tom dat moest doen?,"[[30, 33, 'PER']]"
Zou u geïnteresseerd zijn om gratis Narcan te krijgen bij uw ontslag?,"[[36, 42, 'ORG']]"
Zou je geïnteresseerd zijn om gratis Narcan te krijgen bij je ontslag?,"[[37, 43, 'ORG']]"
Ik ken een man die Frans spreekt.,"[[19, 24, 'MISC']]"
Ik heb gehoord dat Tom naar Boston is gegaan.,"[[19, 22, 'PER'], [28, 34, 'LOC']]"
Ik heb gehoord dat Tom naar Boston is gegaan.,"[[19, 22, 'PER'], [28, 34, 'LOC']]"
Tom zei tegen Maria dat hij morgen vrij zou zijn.,"[[0, 3, 'PER'], [14, 19, 'PER']]"
Tom zei tegen Maria dat hij morgen vrij zou zijn.,"[[0, 3, 'PER'], [14, 19, 'PER']]"
De nangka is een veelvoorkomende vrucht in Brazilië.,"[[43, 51, 'LOC']]"
Er zijn vaak aardbevingen in Japan.,"[[29, 34, 'LOC']]"
Tom vroeg zich af of hij Maria terug zou zien.,"[[0, 3, 'PER'], [25, 30, 'PER']]"
Tom vroeg zich af of hij Maria terug zou zien.,"[[0, 3, 'PER'], [25, 30, 'PER']]"
Tom beweerde dat hij niet bang was.,"[[0, 3, 'PER']]"
Tom heeft me veel nuttige dingen geleerd.,"[[0, 3, 'PER']]"
Maria is in verwachting van een dochter.,"[[0, 5, 'PER']]"
Tom is een slaapwandelaar.,"[[0, 3, 'PER']]"
Waarom is Tom niet moe?,"[[10, 13, 'PER']]"
Ze weten niet dat ik Japans ben.,"[[21, 27, 'MISC']]"
Het Fries is een taal.,"[[4, 9, 'MISC']]"
Tom is bang om kou te vatten.,"[[0, 3, 'PER']]"
Tom moet zijn vlucht annuleren.,"[[0, 3, 'PER']]"
Tom leek blij te zijn dat Maria er was.,"[[0, 3, 'PER'], [26, 31, 'PER']]"
Tom leek blij te zijn dat Maria er was.,"[[0, 3, 'PER'], [26, 31, 'PER']]"
Tom kan niet foutloos Frans schrijven.,"[[0, 3, 'PER'], [22, 27, 'MISC']]"
Tom kan niet foutloos Frans schrijven.,"[[0, 3, 'PER'], [22, 27, 'MISC']]"
Ik zou graag Esperanto willen leren.,"[[13, 22, 'MISC']]"
Onze huisarts is Canadees.,"[[17, 25, 'MISC']]"
Tom is niet egoïstisch.,"[[0, 3, 'PER']]"
Tom had dat met mij moeten doen.,"[[0, 3, 'PER']]"
Tom is te jong om te trouwen.,"[[0, 3, 'PER']]"
Tom glimlachte weer.,"[[0, 3, 'PER']]"
Tom brengt elke dag de kinderen naar school.,"[[0, 3, 'PER']]"
Tom lijkt altijd geïnteresseerd.,"[[0, 3, 'PER']]"
Saoedi-Arabië is het grootste land op het Arabisch schiereiland.,"[[0, 13, 'LOC'], [42, 50, 'MISC']]"
Saoedi-Arabië is het grootste land op het Arabisch schiereiland.,"[[0, 13, 'LOC'], [42, 50, 'MISC']]"
Wie van jullie spreekt goed Frans?,"[[28, 33, 'MISC']]"
Ik wist niet dat Tom drie kinderen had.,"[[17, 20, 'PER']]"
Maté is een theesoort die doorgaans vergezeld wordt door koekjes of gebak.,"[[0, 4, 'PER']]"
Het lukte Tom niet om Maria's argumenten te weerleggen.,"[[10, 13, 'PER'], [22, 29, 'MISC']]"
Het lukte Tom niet om Maria's argumenten te weerleggen.,"[[10, 13, 'PER'], [22, 29, 'MISC']]"
Tom is de broer van Maria's ex-vriend.,"[[0, 3, 'PER'], [20, 27, 'MISC']]"
Tom is de broer van Maria's ex-vriend.,"[[0, 3, 'PER'], [20, 27, 'MISC']]"
Is uw moedertaal Chinees?,"[[17, 24, 'MISC']]"
Tom had een auto-ongeluk in Rome.,"[[0, 3, 'PER'], [28, 32, 'LOC']]"
Tom had een auto-ongeluk in Rome.,"[[0, 3, 'PER'], [28, 32, 'LOC']]"
Ik geloof het merendeel van wat Tom heeft gezegd.,"[[32, 35, 'PER']]"
Tom wil vertaler worden.,"[[0, 3, 'PER']]"
Weet jij wat Tom aan het doen is?,"[[13, 16, 'PER']]"
Tom maakte het winnende doelpunt.,"[[0, 3, 'PER']]"
Noorwegen is het gelukkigste land ter wereld.,"[[0, 9, 'LOC']]"
Tom vindt zichzelf mooi.,"[[0, 3, 'PER']]"
Tom is door de politie in hechtenis genomen.,"[[0, 3, 'PER']]"
"Ik denk dat Tom niet meer van me houdt. ""Hoe kom je daar nou bij?""","[[12, 15, 'PER']]"
Tom zei tegen Maria dat hij arts was.,"[[0, 3, 'PER'], [14, 19, 'PER']]"
Tom zei tegen Maria dat hij arts was.,"[[0, 3, 'PER'], [14, 19, 'PER']]"
Heeft Tom gezien wat er gebeurd is?,"[[6, 9, 'PER']]"
Tom schoot zichzelf in zijn voet.,"[[0, 3, 'PER']]"
Wie in Duitsland geboren wordt is Duitser.,"[[7, 16, 'LOC'], [34, 41, 'MISC']]"
Wie in Duitsland geboren wordt is Duitser.,"[[7, 16, 'LOC'], [34, 41, 'MISC']]"
Ondanks alles begon Tom te ontspannen.,"[[20, 23, 'PER']]"
Tom liet Maria het briefje zien dat hij onder zijn ruitenwisser had gevonden.,"[[0, 3, 'PER'], [9, 14, 'PER']]"
Tom liet Maria het briefje zien dat hij onder zijn ruitenwisser had gevonden.,"[[0, 3, 'PER'], [9, 14, 'PER']]"
Ik ga komende maand mijn oom in Boston bezoeken.,"[[32, 38, 'LOC']]"
Deze computer heeft een Pentium-microprocessor.,"[[24, 46, 'MISC']]"
"De medeklinker ""j"" duidt, in het Esperanto, het meervoud aan.","[[33, 42, 'MISC']]"
Tom lijkt welbespraakt.,"[[0, 3, 'PER']]"
Heeft Tom dat geprobeerd?,"[[6, 9, 'PER']]"
Het Verenigd Koninkrijk is een parlementaire monarchie.,"[[4, 23, 'LOC']]"
Wat doe je in Boston?,"[[14, 20, 'LOC']]"
"Als Tom gewond was, zou ik het weten.","[[4, 7, 'PER']]"
Tom kent een man die Frans spreekt.,"[[0, 3, 'PER'], [21, 26, 'MISC']]"
Tom kent een man die Frans spreekt.,"[[0, 3, 'PER'], [21, 26, 'MISC']]"
"Tom kan geen Frans, toch?","[[0, 3, 'PER'], [13, 18, 'MISC']]"
"Tom kan geen Frans, toch?","[[0, 3, 'PER'], [13, 18, 'MISC']]"
Tom en Maria speelden de hele middag tennis.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom en Maria speelden de hele middag tennis.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom zwaaide naar Maria en zij zwaaide terug.,"[[0, 3, 'PER'], [17, 22, 'PER']]"
Tom zwaaide naar Maria en zij zwaaide terug.,"[[0, 3, 'PER'], [17, 22, 'PER']]"
"Als je in Rome bent, doe dan als de Romeinen.","[[10, 14, 'LOC'], [36, 44, 'MISC']]"
"Als je in Rome bent, doe dan als de Romeinen.","[[10, 14, 'LOC'], [36, 44, 'MISC']]"
Maria was hysterisch.,"[[0, 5, 'PER']]"
Ik denk dat Tom valsspeelt.,"[[12, 15, 'PER']]"
Tom gaat zelden uit op maandag.,"[[0, 3, 'PER']]"
Tom beschuldigde Maria van oneerlijkheid.,"[[0, 3, 'PER'], [17, 22, 'PER']]"
Tom beschuldigde Maria van oneerlijkheid.,"[[0, 3, 'PER'], [17, 22, 'PER']]"
Tom en Maria staan op je te wachten.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom en Maria staan op je te wachten.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Ik weet dat Tom iets voor me verbergt.,"[[12, 15, 'PER']]"
Mijn oom vertrok naar Mexico in 1983 om nooit meer terug te keren.,"[[22, 28, 'LOC']]"
Tom kwam Maria toevallig tegen op weg van school naar huis.,"[[0, 3, 'PER'], [9, 14, 'PER']]"
Tom kwam Maria toevallig tegen op weg van school naar huis.,"[[0, 3, 'PER'], [9, 14, 'PER']]"
In dit land wordt Frans en Arabisch gesproken.,"[[18, 23, 'MISC'], [27, 35, 'MISC']]"
In dit land wordt Frans en Arabisch gesproken.,"[[18, 23, 'MISC'], [27, 35, 'MISC']]"
Tom was ontsteld.,"[[0, 3, 'PER']]"
Tom werd aangevallen.,"[[0, 3, 'PER']]"
Tom was beschikbaar.,"[[0, 3, 'PER']]"
Tom was aan het kletsen.,"[[0, 3, 'PER']]"
Tom was groot.,"[[0, 3, 'PER']]"
Tom stond op de zwarte lijst.,"[[0, 3, 'PER']]"
Tom was aan het bloeden.,"[[0, 3, 'PER']]"
Tom was aan het bluffen.,"[[0, 3, 'PER']]"
Tom was aan het opscheppen.,"[[0, 3, 'PER']]"
Tom was aan het ademen.,"[[0, 3, 'PER']]"
Tom was briljant.,"[[0, 3, 'PER']]"
Tom was blut.,"[[0, 3, 'PER']]"
Tom was aan het vieren.,"[[0, 3, 'PER']]"
Tom was proper.,"[[0, 3, 'PER']]"
Tom was slim.,"[[0, 3, 'PER']]"
Tom was aan het klagen.,"[[0, 3, 'PER']]"
Tom concentreerde zich.,"[[0, 3, 'PER']]"
Tom was bezorgd.,"[[0, 3, 'PER']]"
Tom was aan het bijdragen.,"[[0, 3, 'PER']]"
Tom was cool.,"[[0, 3, 'PER']]"
Tom werkte mee.,"[[0, 3, 'PER']]"
Tom was coöperatief.,"[[0, 3, 'PER']]"
Tom was gek.,"[[0, 3, 'PER']]"
Tom was schattig.,"[[0, 3, 'PER']]"
Tom was dood.,"[[0, 3, 'PER']]"
Tom werd gedeporteerd.,"[[0, 3, 'PER']]"
Tom werd uitgezet.,"[[0, 3, 'PER']]"
Tom werd opgesloten.,"[[0, 3, 'PER']]"
Tom was anders.,"[[0, 3, 'PER']]"
Tom was vies.,"[[0, 3, 'PER']]"
Tom was smerig.,"[[0, 3, 'PER']]"
Tom was radeloos.,"[[0, 3, 'PER']]"
Tom was verontrust.,"[[0, 3, 'PER']]"
Tom was aan het verdrinken.,"[[0, 3, 'PER']]"
Tom was bejaard.,"[[0, 3, 'PER']]"
Tom werd verkozen.,"[[0, 3, 'PER']]"
Tom was enthousiast.,"[[0, 3, 'PER']]"
Tom was buitengewoon.,"[[0, 3, 'PER']]"
Tom was bijzonder.,"[[0, 3, 'PER']]"
Tom was beroemd.,"[[0, 3, 'PER']]"
Tom was gevleid.,"[[0, 3, 'PER']]"
Tom was leuk.,"[[0, 3, 'PER']]"
Tom was grappig.,"[[0, 3, 'PER']]"
Tom was verdwenen.,"[[0, 3, 'PER']]"
Tom was schuldig.,"[[0, 3, 'PER']]"
Tom was diepbedroefd.,"[[0, 3, 'PER']]"
Tom was hier.,"[[0, 3, 'PER']]"
Tom was hilarisch.,"[[0, 3, 'PER']]"
Tom was geraakt.,"[[0, 3, 'PER']]"
Ik wist niet dat Tom Frans kon spreken.,"[[17, 26, 'PER']]"
Linda stak haar tong uit.,"[[0, 5, 'PER']]"
Ze speelt Tetris.,"[[10, 16, 'ORG']]"
We zijn verwant langs Adams kant.,"[[22, 27, 'PER']]"
Tom neemt foto's.,"[[0, 3, 'PER']]"
Tom wuifde zich koelte toe.,"[[0, 3, 'PER']]"
Toms haar groeit.,"[[0, 4, 'PER']]"
Tom trekkebekt.,"[[0, 3, 'PER']]"
Maria doet make-up op.,"[[0, 5, 'PER']]"
Maria is zich aan het opmaken.,"[[0, 5, 'PER']]"
Tom rijdt op een fiets.,"[[0, 3, 'PER']]"
Tom berispt Maria.,"[[0, 3, 'PER'], [12, 17, 'PER']]"
Tom berispt Maria.,"[[0, 3, 'PER'], [12, 17, 'PER']]"
Kom je uit Spanje?,"[[11, 17, 'LOC']]"
Ben je Spaans?,"[[7, 13, 'MISC']]"
Daar heeft Tom gewoond.,"[[11, 14, 'PER']]"
Ik mis Tom. Hij was zo'n goede vriend.,"[[7, 10, 'PER']]"
Graaf nooit recht naar beneden.,"[[0, 5, 'PER']]"
Je bent Fins.,"[[8, 12, 'MISC']]"
Tom bouwt een nieuw huis met een lening.,"[[0, 3, 'PER']]"
Tom wilde zien wat er in de doos zat.,"[[0, 3, 'PER']]"
Tom en ik moeten wachten.,"[[0, 3, 'PER']]"
"We hebben gewacht, maar Tom is niet gekomen.","[[24, 27, 'PER']]"
"Ik heb geen idee, zei Tom eerlijk.","[[22, 25, 'PER']]"
Tom had dat niet.,"[[0, 3, 'PER']]"
Tom erkende dat hij had een fout had gemaakt.,"[[0, 3, 'PER']]"
"Sorry, maar ik spreek geen Portugees.","[[27, 36, 'MISC']]"
Zijn jullie vrienden van Tom?,"[[25, 28, 'PER']]"
Tom had een betere advocaat in de arm moeten nemen.,"[[0, 3, 'PER']]"
Ik hoop dat u genoten heeft van uw laatste dagen in Berlijn!,"[[52, 59, 'LOC']]"
Tom zal maandag waarschijnlijk terug zijn.,"[[0, 3, 'PER']]"
Tom had de moed niet om nee te zeggen.,"[[0, 3, 'PER']]"
Mario heeft een sterk Italiaans accent.,"[[0, 5, 'PER'], [22, 31, 'MISC']]"
Mario heeft een sterk Italiaans accent.,"[[0, 5, 'PER'], [22, 31, 'MISC']]"
God is homo.,"[[0, 3, 'PER']]"
God is gay.,"[[0, 3, 'PER']]"
Luigi is de broer van Mario.,"[[0, 5, 'PER'], [22, 27, 'PER']]"
Luigi is de broer van Mario.,"[[0, 5, 'PER'], [22, 27, 'PER']]"
Mario wordt groter als hij een paddenstoel eet.,"[[0, 5, 'PER']]"
Tom heeft vrienden nodig.,"[[0, 3, 'PER']]"
Tom is mijn partner.,"[[0, 3, 'PER']]"
Tom is mijn maatje.,"[[0, 3, 'PER']]"
Tom is een van mijn maatjes.,"[[0, 3, 'PER']]"
Tom is een van mijn vrienden.,"[[0, 3, 'PER']]"
Ik spreek vloeiend Frans.,"[[19, 24, 'MISC']]"
Tom is veganist geworden.,"[[0, 3, 'PER']]"
Tom en Maria zijn veganist geworden.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom en Maria zijn veganist geworden.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom is geen veganist.,"[[0, 3, 'PER']]"
De eerste moedertaalspreker van het Esperanto werd geboren in 1904; vandaag zijn er enkele duizenden moedertaalsprekers van het Esperanto.,"[[36, 45, 'MISC'], [128, 137, 'MISC']]"
De eerste moedertaalspreker van het Esperanto werd geboren in 1904; vandaag zijn er enkele duizenden moedertaalsprekers van het Esperanto.,"[[36, 45, 'MISC'], [128, 137, 'MISC']]"
Tom was thuis.,"[[0, 3, 'PER']]"
Tom werd in het ziekenhuis opgenomen.,"[[0, 3, 'PER']]"
Tom was hysterisch.,"[[0, 3, 'PER']]"
Tom was gestoord.,"[[0, 3, 'PER']]"
Tom werd onderbroken.,"[[0, 3, 'PER']]"
Tom was uitgenodigd.,"[[0, 3, 'PER']]"
Tom was irrationeel.,"[[0, 3, 'PER']]"
Tom meende het niet.,"[[0, 3, 'PER']]"
Tom was aardig.,"[[0, 3, 'PER']]"
Tom was aan het lachen.,"[[0, 3, 'PER']]"
Tom ging weg.,"[[0, 3, 'PER']]"
Tom was nalatig.,"[[0, 3, 'PER']]"
Tom was bleek.,"[[0, 3, 'PER']]"
Tom was volhardend.,"[[0, 3, 'PER']]"
Tom werd aanbevolen.,"[[0, 3, 'PER']]"
Tom werd afgewezen.,"[[0, 3, 'PER']]"
Tom was opmerkelijk.,"[[0, 3, 'PER']]"
Tom was verdrietig.,"[[0, 3, 'PER']]"
Tom was serieus.,"[[0, 3, 'PER']]"
Tom was uitgehongerd.,"[[0, 3, 'PER']]"
Tom was sterk.,"[[0, 3, 'PER']]"
Tom werd gedagvaard.,"[[0, 3, 'PER']]"
Tom was succesvol.,"[[0, 3, 'PER']]"
Tom was aan het stikken.,"[[0, 3, 'PER']]"
Tom stikte.,"[[0, 3, 'PER']]"
Tom was omsingeld.,"[[0, 3, 'PER']]"
Tom was achterdochtig.,"[[0, 3, 'PER']]"
Tom was lief.,"[[0, 3, 'PER']]"
Tom was fantastisch.,"[[0, 3, 'PER']]"
Tom was daar.,"[[0, 3, 'PER']]"
Tom was er.,"[[0, 3, 'PER']]"
Tom was opgewonden.,"[[0, 3, 'PER']]"
Tom was bewusteloos.,"[[0, 3, 'PER']]"
Tom was warm.,"[[0, 3, 'PER']]"
Tom had het warm.,"[[0, 3, 'PER']]"
Tom keek angstig toe.,"[[0, 3, 'PER']]"
Tom keek gespannen toe.,"[[0, 3, 'PER']]"
Tom keek goedkeurend toe.,"[[0, 3, 'PER']]"
Tom keek aandachtig toe.,"[[0, 3, 'PER']]"
Tom keek aandachtig.,"[[0, 3, 'PER']]"
Tom keek ongeduldig toe.,"[[0, 3, 'PER']]"
Tom keek naar Maria.,"[[0, 3, 'PER'], [14, 19, 'PER']]"
Tom keek naar Maria.,"[[0, 3, 'PER'], [14, 19, 'PER']]"
Tom hield Maria in de gaten.,"[[0, 3, 'PER'], [10, 15, 'PER']]"
Tom hield Maria in de gaten.,"[[0, 3, 'PER'], [10, 15, 'PER']]"
Tom keek nerveus toe.,"[[0, 3, 'PER']]"
Tom keek rustig toe.,"[[0, 3, 'PER']]"
Tom keek zwijgend toe.,"[[0, 3, 'PER']]"
Tom keek argwanend toe.,"[[0, 3, 'PER']]"
Tom kijkt naar Maria.,"[[0, 3, 'PER'], [15, 20, 'PER']]"
Tom kijkt naar Maria.,"[[0, 3, 'PER'], [15, 20, 'PER']]"
Tom houdt Maria in de gaten.,"[[0, 3, 'PER'], [10, 15, 'PER']]"
Tom houdt Maria in de gaten.,"[[0, 3, 'PER'], [10, 15, 'PER']]"
Tom zwaaide gedag.,"[[0, 3, 'PER']]"
Tom kon niet serieus blijven.,"[[0, 3, 'PER']]"
Tom kon zijn lach niet inhouden.,"[[0, 3, 'PER']]"
Ik heb er spijt van dat ik niets ondernomen heb om Tom te helpen.,"[[51, 54, 'PER']]"
Tom heeft voor Frans een zes gekregen.,"[[0, 3, 'PER'], [15, 20, 'MISC']]"
Tom heeft voor Frans een zes gekregen.,"[[0, 3, 'PER'], [15, 20, 'MISC']]"
Ik weet dat Tom trompetspeler is.,"[[12, 15, 'PER']]"
Tom moest uitzitten. Als volgende speler was Maria aan de beurt.,"[[0, 3, 'PER'], [45, 50, 'PER']]"
Tom moest uitzitten. Als volgende speler was Maria aan de beurt.,"[[0, 3, 'PER'], [45, 50, 'PER']]"
Tom moest uitzitten omdat hij geen ruitenkaarten had.,"[[0, 3, 'PER']]"
Proost! - Mecklenburgers beknibbelen op de klinkers in hun gesprek.,"[[10, 24, 'PER']]"
"We zijn terug in Imola, en met een Peugeot-Prost of Prost-Peugeot die een eigen leven gaat leiden! De strijd van de dag: Prost-Peugeot tegen de coureur Jarno Trulli, die een vliegende start maakt. De Prost-Peugeot is echter sneller, maar gelukkig zijn er hulpmiddelen, zoals baancommissarissen, en uiteindelijk haalt Jarno Trulli zijn voertuig dan toch weer in.","[[17, 22, 'LOC'], [35, 48, 'MISC'], [52, 65, 'MISC'], [121, 134, 'ORG'], [152, 164, 'PER'], [200, 213, 'ORG'], [317, 329, 'PER']]"
"We zijn terug in Imola, en met een Peugeot-Prost of Prost-Peugeot die een eigen leven gaat leiden! De strijd van de dag: Prost-Peugeot tegen de coureur Jarno Trulli, die een vliegende start maakt. De Prost-Peugeot is echter sneller, maar gelukkig zijn er hulpmiddelen, zoals baancommissarissen, en uiteindelijk haalt Jarno Trulli zijn voertuig dan toch weer in.","[[17, 22, 'LOC'], [35, 48, 'MISC'], [52, 65, 'MISC'], [121, 134, 'ORG'], [152, 164, 'PER'], [200, 213, 'ORG'], [317, 329, 'PER']]"
"We zijn terug in Imola, en met een Peugeot-Prost of Prost-Peugeot die een eigen leven gaat leiden! De strijd van de dag: Prost-Peugeot tegen de coureur Jarno Trulli, die een vliegende start maakt. De Prost-Peugeot is echter sneller, maar gelukkig zijn er hulpmiddelen, zoals baancommissarissen, en uiteindelijk haalt Jarno Trulli zijn voertuig dan toch weer in.","[[17, 22, 'LOC'], [35, 48, 'MISC'], [52, 65, 'MISC'], [121, 134, 'ORG'], [152, 164, 'PER'], [200, 213, 'ORG'], [317, 329, 'PER']]"
"We zijn terug in Imola, en met een Peugeot-Prost of Prost-Peugeot die een eigen leven gaat leiden! De strijd van de dag: Prost-Peugeot tegen de coureur Jarno Trulli, die een vliegende start maakt. De Prost-Peugeot is echter sneller, maar gelukkig zijn er hulpmiddelen, zoals baancommissarissen, en uiteindelijk haalt Jarno Trulli zijn voertuig dan toch weer in.","[[17, 22, 'LOC'], [35, 48, 'MISC'], [52, 65, 'MISC'], [121, 134, 'ORG'], [152, 164, 'PER'], [200, 213, 'ORG'], [317, 329, 'PER']]"
"We zijn terug in Imola, en met een Peugeot-Prost of Prost-Peugeot die een eigen leven gaat leiden! De strijd van de dag: Prost-Peugeot tegen de coureur Jarno Trulli, die een vliegende start maakt. De Prost-Peugeot is echter sneller, maar gelukkig zijn er hulpmiddelen, zoals baancommissarissen, en uiteindelijk haalt Jarno Trulli zijn voertuig dan toch weer in.","[[17, 22, 'LOC'], [35, 48, 'MISC'], [52, 65, 'MISC'], [121, 134, 'ORG'], [152, 164, 'PER'], [200, 213, 'ORG'], [317, 329, 'PER']]"
"We zijn terug in Imola, en met een Peugeot-Prost of Prost-Peugeot die een eigen leven gaat leiden! De strijd van de dag: Prost-Peugeot tegen de coureur Jarno Trulli, die een vliegende start maakt. De Prost-Peugeot is echter sneller, maar gelukkig zijn er hulpmiddelen, zoals baancommissarissen, en uiteindelijk haalt Jarno Trulli zijn voertuig dan toch weer in.","[[17, 22, 'LOC'], [35, 48, 'MISC'], [52, 65, 'MISC'], [121, 134, 'ORG'], [152, 164, 'PER'], [200, 213, 'ORG'], [317, 329, 'PER']]"
"We zijn terug in Imola, en met een Peugeot-Prost of Prost-Peugeot die een eigen leven gaat leiden! De strijd van de dag: Prost-Peugeot tegen de coureur Jarno Trulli, die een vliegende start maakt. De Prost-Peugeot is echter sneller, maar gelukkig zijn er hulpmiddelen, zoals baancommissarissen, en uiteindelijk haalt Jarno Trulli zijn voertuig dan toch weer in.","[[17, 22, 'LOC'], [35, 48, 'MISC'], [52, 65, 'MISC'], [121, 134, 'ORG'], [152, 164, 'PER'], [200, 213, 'ORG'], [317, 329, 'PER']]"
Tom denkt niet dat dit zal werken.,"[[0, 3, 'PER']]"
Yanni zweerde.,"[[0, 5, 'PER']]"
Yanni vloekte.,"[[0, 5, 'PER']]"
Yanni sprong.,"[[0, 5, 'PER']]"
Yanni is gesprongen.,"[[0, 5, 'PER']]"
God verhoede.,"[[0, 3, 'PER']]"
Yanni rustte.,"[[0, 5, 'PER']]"
Yanni rustte uit.,"[[0, 5, 'PER']]"
Loof hem.,"[[0, 4, 'PER']]"
Yanni stinkt.,"[[0, 5, 'PER']]"
Yanni bloosde.,"[[0, 5, 'PER']]"
Marcus onthield zich.,"[[0, 6, 'PER']]"
Tom werkt fulltime.,"[[0, 3, 'PER']]"
Tom werkt voltijds.,"[[0, 3, 'PER']]"
Tom zal wel vol zitten.,"[[0, 3, 'PER']]"
Japan zit vol verrassingen!,"[[0, 5, 'LOC']]"
