sentence, entity type + position
Het lukte Tom om enkele uren te slapen in het vliegtuig.,"[[10, 13, 'MISC']]"
Er is een park in de buurt van mijn huis.,"[[31, 41, 'LOC']]"
Waar is Toms paraplu?,"[[8, 21, 'LOC']]"
Heeft Tom het gekocht?,"[[6, 9, 'PER']]"
Wordt Moederdag in jouw geboorteland gevierd?,"[[6, 15, 'MISC']]"
"Neemt u hier plaats, alstublieft.","[[0, 5, 'LOC']]"
Depressie kan tot zelfmoord leiden.,"[[0, 9, 'LOC']]"
Tom is ervan overtuigd dat Maria zijn klarinet gestolen heeft.,"[[0, 3, 'PER'], [27, 32, 'PER']]"
Tom is ervan overtuigd dat Maria zijn klarinet gestolen heeft.,"[[0, 3, 'PER'], [27, 32, 'PER']]"
Tom en Maria bestelden biefstukken.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom en Maria bestelden biefstukken.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom bleef in de auto terwijl Maria naar de supermarkt ging.,"[[0, 3, 'PER'], [29, 34, 'PER']]"
Tom bleef in de auto terwijl Maria naar de supermarkt ging.,"[[0, 3, 'PER'], [29, 34, 'PER']]"
Tom had er spijt van dat hij dat gedaan had.,"[[0, 3, 'PER']]"
Maria's zinnen kunnen in oefeningen gebruikt worden.,"[[0, 7, 'PER']]"
Waarom liet je me niet weten dat je in New York was?,"[[39, 47, 'LOC']]"
Lees het verhaal hardop.,"[[0, 4, 'PER']]"
Tom zegt dat altijd.,"[[0, 3, 'PER']]"
Kon ik maar Engels spreken!,"[[0, 3, 'PER'], [12, 18, 'MISC']]"
Kon ik maar Engels spreken!,"[[0, 3, 'PER'], [12, 18, 'MISC']]"
Mijn broer bracht twee dagen in Rome door.,"[[32, 36, 'LOC']]"
Tom is verbijsterd.,"[[0, 3, 'PER']]"
Tom is atletisch.,"[[0, 3, 'LOC']]"
Tom is sportief.,"[[0, 3, 'MISC']]"
Tom is geloofwaardig.,"[[0, 3, 'LOC']]"
Morgen moet ik boodschappen doen.,"[[0, 6, 'LOC']]"
Jullie zijn geloofwaardig.,"[[0, 6, 'PER']]"
Tom is beter.,"[[0, 3, 'PER']]"
Tom is tweetalig.,"[[0, 3, 'LOC']]"
Tom is harteloos.,"[[0, 3, 'LOC']]"
Tom is hard.,"[[0, 3, 'PER']]"
Tom werd een held.,"[[0, 3, 'PER']]"
Het gras in het park is groen en mooi.,"[[24, 29, 'LOC']]"
Tom heeft zich verkneukeld.,"[[0, 3, 'PER']]"
Tom verkneukelde zich.,"[[0, 3, 'PER']]"
Tom is dertig minuten te laat gekomen.,"[[0, 3, 'LOC']]"
Tom bleef heen en weer lopen.,"[[0, 3, 'PER']]"
Ik ben hier met Tom.,"[[16, 20, 'PER']]"
Tom deinsde terug.,"[[0, 3, 'PER']]"
Tom dompelde het hete metaal onder in koud water.,"[[0, 3, 'PER']]"
Tom heeft teruggedeinsd.,"[[0, 3, 'PER']]"
Tom eindigde.,"[[0, 3, 'PER']]"
Bezoek je liever Boston of Chicago?,"[[17, 23, 'LOC'], [27, 35, 'ORG']]"
Bezoek je liever Boston of Chicago?,"[[17, 23, 'LOC'], [27, 35, 'ORG']]"
Neem over.,"[[0, 4, 'PER']]"
Kun je morgen zonder de auto? Ik heb hem nodig.,"[[0, 3, 'PER']]"
Stop met duwen.,"[[0, 4, 'LOC']]"
Stop met babbelen.,"[[0, 4, 'LOC']]"
Schiet terug.,"[[0, 6, 'PER']]"
Terugschieten!,"[[0, 14, 'MISC']]"
Tom is gecrasht.,"[[0, 3, 'LOC']]"
Tom crashte.,"[[0, 3, 'PER']]"
Tom is neergestort.,"[[0, 3, 'LOC']]"
Tom is verongelukt.,"[[0, 3, 'LOC']]"
Maria gilde.,"[[0, 12, 'PER']]"
Maria heeft gegild.,"[[0, 5, 'PER']]"
Tom is geslaagd.,"[[0, 3, 'LOC']]"
Tom slaagde.,"[[0, 3, 'PER']]"
Tom doet vrijwilligerswerk.,"[[0, 3, 'PER']]"
Tom is vrijwilliger.,"[[0, 3, 'PER']]"
Tom stotterde.,"[[0, 3, 'PER']]"
Tom heeft gestotterd.,"[[0, 3, 'PER']]"
Stap naar buiten.,"[[0, 4, 'PER']]"
Probeer harder.,"[[0, 7, 'PER']]"
Jullie hebben gemist.,"[[0, 6, 'PER']]"
Jullie misten.,"[[0, 6, 'PER']]"
Tom is creatief.,"[[0, 3, 'LOC']]"
Tom is louche.,"[[0, 3, 'LOC']]"
Tom is problematisch.,"[[0, 3, 'LOC']]"
Tom is diplomatisch.,"[[0, 3, 'LOC']]"
Tom is tactvol.,"[[0, 3, 'LOC']]"
Tom is moeilijk.,"[[0, 3, 'LOC']]"
Ik weet nog steeds niet hoe ik mp3-bestanden van mijn iPod naar mijn computer moet overzetten.,"[[54, 58, 'MISC']]"
Tom zei dat hij onschuldig was.,"[[0, 3, 'PER']]"
Tom drinkt als een vis.,"[[0, 3, 'PER']]"
Tom boekte het verblijf voor zijn reis een week van tevoren.,"[[0, 3, 'PER']]"
Een paar dagen geleden had ik een gesprek met één van mijn studenten in de Verenigde Staten.,"[[72, 92, 'LOC']]"
Gisteren kwam ik te laat op school.,"[[0, 8, 'PER']]"
Tom zei dat hij niet wist wie Maria's vriend was.,"[[0, 3, 'PER'], [30, 37, 'PER']]"
Tom zei dat hij niet wist wie Maria's vriend was.,"[[0, 3, 'PER'], [30, 37, 'PER']]"
Je kan op Toms hulp rekenen.,"[[10, 14, 'LOC']]"
Tom liet de keukendeur open.,"[[0, 3, 'PER']]"
Tom gaat je niet betalen.,"[[0, 3, 'PER']]"
Waarom heeft Tom vandaag niet gewonnen?,"[[13, 16, 'PER']]"
Ik vroeg Tom hoe vaak hij en Maria samen tennisten.,"[[9, 12, 'PER'], [29, 34, 'PER']]"
Ik vroeg Tom hoe vaak hij en Maria samen tennisten.,"[[9, 12, 'PER'], [29, 34, 'PER']]"
Tom gaat het er waarschijnlijk mee eens zijn.,"[[0, 3, 'PER']]"
Tom vroeg Maria waarom ze te laat was.,"[[0, 3, 'PER'], [10, 15, 'PER']]"
Tom vroeg Maria waarom ze te laat was.,"[[0, 3, 'PER'], [10, 15, 'PER']]"
Kun je breien?,"[[0, 3, 'PER']]"
Het is bijvoorbeeld zeven uur in Londen op dit moment.,"[[33, 39, 'LOC']]"
Tom lijkt zich alleen te voelen.,"[[0, 3, 'PER']]"
Tom besloot naar Boston te gaan.,"[[0, 3, 'PER'], [17, 23, 'LOC']]"
Tom besloot naar Boston te gaan.,"[[0, 3, 'PER'], [17, 23, 'LOC']]"
"Wil je met ons spelen, Tom?","[[23, 27, 'MISC']]"
Tom stopte de thermometer in zijn mond.,"[[0, 3, 'PER']]"
Tom kondigde aan dat hij met pensioen ging.,"[[0, 3, 'PER']]"
Tom zei dat er niet genoeg tijd was om dat te doen.,"[[0, 3, 'PER']]"
Tom en Maria slapen.,"[[0, 3, 'PER']]"
Ik wil niet alleen blijven met Tom.,"[[31, 35, 'PER']]"
Tom is dement.,"[[0, 3, 'LOC']]"
Tom heeft dementie.,"[[0, 3, 'PER']]"
Tom is depressief.,"[[0, 3, 'LOC']]"
Tom is gedeprimeerd.,"[[0, 3, 'LOC']]"
Jullie zijn ontslagen.,"[[0, 6, 'PER']]"
Haast u niet.,"[[0, 5, 'LOC']]"
Tom is aan het afluisteren.,"[[0, 3, 'LOC']]"
Tom luistert af.,"[[0, 3, 'PER']]"
Tom is verloofd.,"[[0, 3, 'LOC']]"
Jullie lijken opgelucht.,"[[0, 6, 'PER']]"
Iedereen vindt Tom aardig.,"[[15, 18, 'PER']]"
Iemand heeft Tom vergiftigd.,"[[13, 16, 'PER']]"
Tom is briljant.,"[[0, 3, 'LOC']]"
Tom is vrolijk.,"[[0, 3, 'LOC']]"
Dimmen.,"[[0, 7, 'PER']]"
Tom ziet er opgelucht uit.,"[[0, 3, 'PER']]"
Tom lijkt opgelucht.,"[[0, 3, 'PER']]"
Tom zag er opgelucht uit.,"[[0, 3, 'PER']]"
Tom leek opgelucht.,"[[0, 3, 'PER']]"
Jullie zijn raar.,"[[0, 6, 'PER']]"
Jullie zijn vreemd.,"[[0, 6, 'PER']]"
Jullie lijken tevreden.,"[[0, 6, 'PER']]"
Hangzhou is een prachtige stad.,"[[0, 8, 'LOC']]"
Kunt u lezen?,"[[0, 4, 'LOC']]"
Tom is financieel adviseur.,"[[0, 3, 'PER']]"
Ik ben een Monegaskische muzikant.,"[[11, 24, 'LOC']]"
Ik ben een Monegaskische muzikante.,"[[11, 24, 'LOC']]"
De Genuezen bouwden in 1215 een fort op de plaats van het huidige Monaco.,"[[3, 11, 'LOC'], [66, 73, 'LOC']]"
De Genuezen bouwden in 1215 een fort op de plaats van het huidige Monaco.,"[[3, 11, 'LOC'], [66, 73, 'LOC']]"
Andorra is een belastingparadijs.,"[[0, 7, 'LOC']]"
"Spanje grenst aan Frankrijk, Portugal, het vorstendom Andorra en de Britse kolonie Gibraltar. In zijn Afrikaanse territoria deelt het land- en zeegrenzen met Marokko.","[[0, 6, 'LOC'], [18, 27, 'LOC'], [29, 37, 'LOC'], [54, 61, 'LOC'], [68, 74, 'MISC'], [83, 92, 'LOC'], [102, 112, 'MISC'], [158, 166, 'LOC']]"
"Spanje grenst aan Frankrijk, Portugal, het vorstendom Andorra en de Britse kolonie Gibraltar. In zijn Afrikaanse territoria deelt het land- en zeegrenzen met Marokko.","[[0, 6, 'LOC'], [18, 27, 'LOC'], [29, 37, 'LOC'], [54, 61, 'LOC'], [68, 74, 'MISC'], [83, 92, 'LOC'], [102, 112, 'MISC'], [158, 166, 'LOC']]"
"Spanje grenst aan Frankrijk, Portugal, het vorstendom Andorra en de Britse kolonie Gibraltar. In zijn Afrikaanse territoria deelt het land- en zeegrenzen met Marokko.","[[0, 6, 'LOC'], [18, 27, 'LOC'], [29, 37, 'LOC'], [54, 61, 'LOC'], [68, 74, 'MISC'], [83, 92, 'LOC'], [102, 112, 'MISC'], [158, 166, 'LOC']]"
"Spanje grenst aan Frankrijk, Portugal, het vorstendom Andorra en de Britse kolonie Gibraltar. In zijn Afrikaanse territoria deelt het land- en zeegrenzen met Marokko.","[[0, 6, 'LOC'], [18, 27, 'LOC'], [29, 37, 'LOC'], [54, 61, 'LOC'], [68, 74, 'MISC'], [83, 92, 'LOC'], [102, 112, 'MISC'], [158, 166, 'LOC']]"
"Spanje grenst aan Frankrijk, Portugal, het vorstendom Andorra en de Britse kolonie Gibraltar. In zijn Afrikaanse territoria deelt het land- en zeegrenzen met Marokko.","[[0, 6, 'LOC'], [18, 27, 'LOC'], [29, 37, 'LOC'], [54, 61, 'LOC'], [68, 74, 'MISC'], [83, 92, 'LOC'], [102, 112, 'MISC'], [158, 166, 'LOC']]"
"Spanje grenst aan Frankrijk, Portugal, het vorstendom Andorra en de Britse kolonie Gibraltar. In zijn Afrikaanse territoria deelt het land- en zeegrenzen met Marokko.","[[0, 6, 'LOC'], [18, 27, 'LOC'], [29, 37, 'LOC'], [54, 61, 'LOC'], [68, 74, 'MISC'], [83, 92, 'LOC'], [102, 112, 'MISC'], [158, 166, 'LOC']]"
"Spanje grenst aan Frankrijk, Portugal, het vorstendom Andorra en de Britse kolonie Gibraltar. In zijn Afrikaanse territoria deelt het land- en zeegrenzen met Marokko.","[[0, 6, 'LOC'], [18, 27, 'LOC'], [29, 37, 'LOC'], [54, 61, 'LOC'], [68, 74, 'MISC'], [83, 92, 'LOC'], [102, 112, 'MISC'], [158, 166, 'LOC']]"
"Spanje grenst aan Frankrijk, Portugal, het vorstendom Andorra en de Britse kolonie Gibraltar. In zijn Afrikaanse territoria deelt het land- en zeegrenzen met Marokko.","[[0, 6, 'LOC'], [18, 27, 'LOC'], [29, 37, 'LOC'], [54, 61, 'LOC'], [68, 74, 'MISC'], [83, 92, 'LOC'], [102, 112, 'MISC'], [158, 166, 'LOC']]"
Tom is de Bob.,"[[0, 3, 'LOC'], [10, 14, 'LOC']]"
Tom is de Bob.,"[[0, 3, 'LOC'], [10, 14, 'LOC']]"
De Toearegs hebben de kameel gevild.,"[[3, 11, 'LOC']]"
Hoeveel kost een retourticket naar Caracas?,"[[35, 43, 'LOC']]"
De Japanners hebben veel gemeen met de Chinezen.,"[[3, 12, 'LOC'], [39, 48, 'LOC']]"
De Japanners hebben veel gemeen met de Chinezen.,"[[3, 12, 'LOC'], [39, 48, 'LOC']]"
Luister niet naar ons.,"[[0, 7, 'LOC']]"
Ze knuffelden Mary.,"[[14, 19, 'PER']]"
Ze omhelsden Mary.,"[[13, 18, 'PER']]"
Tom vergat zijn laptop mee te nemen.,"[[0, 3, 'PER']]"
Na oneindige herhalingen was ik in staat de uitspraak van de nasale klanken in het Portugees te begrijpen.,"[[83, 92, 'MISC']]"
Het leek erop dat Maria hulp nodig had.,"[[18, 23, 'PER']]"
Ik weet dat Tom nog leeft.,"[[12, 15, 'PER']]"
Laten we de Kerstboom hier zetten.,"[[12, 21, 'LOC']]"
Ik wilde met Tom mee.,"[[13, 16, 'PER']]"
Geld speelt geen rol voor Tom.,"[[26, 30, 'PER']]"
Tom beloofde Maria te bellen.,"[[0, 3, 'PER'], [13, 18, 'PER']]"
Tom beloofde Maria te bellen.,"[[0, 3, 'PER'], [13, 18, 'PER']]"
Ik dacht dat Tom zou komen.,"[[13, 16, 'PER']]"
Kun je met Tom spreken?,"[[0, 3, 'PER'], [11, 23, 'PER']]"
Kun je met Tom spreken?,"[[0, 3, 'PER'], [11, 23, 'PER']]"
Tom en Maria zijn niet perfect.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom en Maria zijn niet perfect.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Jullie kennen de regels.,"[[0, 6, 'PER']]"
Kun je Russisch verstaan?,"[[0, 6, 'MISC'], [7, 15, 'MISC']]"
Kun je Russisch verstaan?,"[[0, 6, 'MISC'], [7, 15, 'MISC']]"
Ik wil Tom bezoeken.,"[[7, 20, 'PER']]"
Tom maakte een grapje.,"[[0, 3, 'PER']]"
Ik ben geboren op dezelfde dag als Tom.,"[[35, 39, 'MISC']]"
Ik heb Nara bezocht.,"[[7, 11, 'LOC']]"
Mary haalde brood en kaas uit haar zadeltassen.,"[[0, 4, 'PER']]"
Maria is Roemeens.,"[[0, 5, 'PER'], [9, 18, 'PER']]"
Maria is Roemeens.,"[[0, 5, 'PER'], [9, 18, 'PER']]"
Maria voelde zich buitengesloten.,"[[0, 5, 'PER']]"
Geef Tom zijn sleutels.,"[[5, 8, 'PER']]"
Aardbeiensap is goed voor het geheugen.,"[[0, 12, 'LOC']]"
Ik heb meerdere vrienden in Rusland.,"[[28, 36, 'LOC']]"
Maria blijft het liefst.,"[[0, 5, 'PER']]"
Tom zou deze film niet leuk vinden.,"[[0, 3, 'PER']]"
Heb je in Duitsland als taxichauffeuse gewerkt?,"[[10, 19, 'LOC']]"
Maria is bang voor muizen.,"[[0, 5, 'PER']]"
Haar reis naar Afrika was een unieke ervaring.,"[[15, 21, 'LOC']]"
Op 1 mei wordt de Dag van de Arbeid gevierd.,"[[18, 35, 'MISC']]"
Wacht niet op een beslissing want jullie zullen vergeefs wachten.,"[[0, 5, 'MISC']]"
Niets kan beter dan dat zijn.,"[[0, 5, 'MISC']]"
Tom heeft een vriend in Boston.,"[[0, 3, 'PER'], [24, 30, 'LOC']]"
Tom heeft een vriend in Boston.,"[[0, 3, 'PER'], [24, 30, 'LOC']]"
Is het waar dat u Toms broer bent?,"[[18, 22, 'LOC']]"
Het heeft geen zin om te doen alsof je geen Frans kunt spreken.,"[[44, 49, 'MISC']]"
Tom was zich ervan bewust dat Maria loog.,"[[0, 3, 'PER'], [30, 35, 'PER']]"
Tom was zich ervan bewust dat Maria loog.,"[[0, 3, 'PER'], [30, 35, 'PER']]"
Tom zei dat Maria dacht dat hij dat alleen zou kunnen doen.,"[[0, 3, 'PER'], [12, 17, 'PER']]"
Tom zei dat Maria dacht dat hij dat alleen zou kunnen doen.,"[[0, 3, 'PER'], [12, 17, 'PER']]"
"Met zijn kleurrijke kleding, zijn lange pruik en zijn witte handschoenen zou men kunnen afleiden dat hij uit een soort Disneyland is weggelopen.","[[119, 129, 'LOC']]"
Tom werd politieagent.,"[[0, 3, 'PER']]"
Ze herinnerden zich Tom allemaal.,"[[20, 23, 'PER']]"
Het is voor mij niet makkelijk om naar Japan te reizen.,"[[39, 44, 'LOC']]"
Heeft Tom ervaring?,"[[6, 19, 'PER']]"
Gaat u volgend jaar naar Boston?,"[[25, 32, 'LOC']]"
Tom kan niet worteltrekken.,"[[0, 3, 'LOC']]"
Waarom staat Toms naam niet op de lijst?,"[[13, 17, 'LOC']]"
Wees niet bang om fouten te maken als u Frans spreekt.,"[[40, 45, 'MISC']]"
Wees niet bang om fouten te maken als je Frans spreekt.,"[[41, 46, 'MISC']]"
Tom heeft een aanhoudende hoest.,"[[0, 3, 'PER']]"
Tom gaat een uitstapje maken naar Boston.,"[[0, 3, 'PER'], [34, 40, 'LOC']]"
Tom gaat een uitstapje maken naar Boston.,"[[0, 3, 'PER'], [34, 40, 'LOC']]"
Ik ben van plan om naar Toms feest te gaan.,"[[24, 28, 'LOC']]"
Tom gaf Mary de sleutel van zijn scooter.,"[[0, 3, 'PER'], [8, 12, 'PER']]"
Tom gaf Mary de sleutel van zijn scooter.,"[[0, 3, 'PER'], [8, 12, 'PER']]"
Houdt u van aardbeienwijn?,"[[0, 5, 'LOC']]"
Mijn kennis van het Frans is matig.,"[[20, 25, 'MISC']]"
De rechter veroordeelde Tom tot drie maanden gevangenisstraf.,"[[24, 27, 'PER']]"
Tom reageerde niet op mijn laatste brief.,"[[0, 3, 'PER']]"
Tom heeft slechts een vage herinnering aan zijn grootvader.,"[[0, 3, 'PER']]"
Tom heeft slechts een vage herinnering aan zijn opa.,"[[0, 3, 'PER']]"
Tom werd ongerust nadat hij Mary's brief had gelezen.,"[[0, 3, 'PER'], [28, 34, 'PER']]"
Tom werd ongerust nadat hij Mary's brief had gelezen.,"[[0, 3, 'PER'], [28, 34, 'PER']]"
Ik wil dat Tom de waarheid weet.,"[[11, 14, 'PER']]"
Tom doet bijna nooit suiker in zijn koffie.,"[[0, 3, 'PER']]"
Tom en Maria tennissen elke dag.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom en Maria tennissen elke dag.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Mijn vrienden en ik willen in Zuid-Korea werken.,"[[30, 40, 'LOC']]"
De kno-arts leed aan hippopotomonstrosesquippedaliofobie.,"[[21, 57, 'PER']]"
Tom heeft arachnofobie.,"[[0, 3, 'PER']]"
Islamofobie is gevaarlijk.,"[[0, 11, 'LOC']]"
Tom lijdt aan kynofobie.,"[[0, 3, 'PER']]"
Trump staat bekend om zijn xenofobie.,"[[0, 5, 'PER']]"
Tom zegt dat je goed bent in tennis.,"[[0, 3, 'PER']]"
Yumi is een van mijn vrienden.,"[[0, 4, 'MISC']]"
Yumi is een van mijn vriendinnen.,"[[0, 4, 'MISC']]"
Dat is meneer Pedro.,"[[14, 20, 'PER']]"
Joe en ik hebben gisteren een leeuw gezien.,"[[0, 3, 'PER']]"
Tom was niet dronken.,"[[0, 3, 'PER']]"
We willen Tom zien.,"[[10, 13, 'PER']]"
Tom is extravert.,"[[0, 3, 'PER']]"
Tom is oké.,"[[0, 3, 'LOC']]"
Met Tom gaat het goed.,"[[4, 7, 'PER']]"
Jullie hebben geluk.,"[[0, 6, 'PER']]"
Maria is raar.,"[[0, 5, 'PER']]"
Maria is vreemd.,"[[0, 5, 'PER']]"
"Bijten, alsjeblieft.","[[0, 20, 'LOC']]"
"Bijten, alstublieft.","[[0, 20, 'LOC']]"
Kook de rijst.,"[[0, 14, 'PER']]"
Liegen is verkeerd.,"[[0, 6, 'LOC']]"
Liegen is fout.,"[[0, 6, 'LOC']]"
Kun je dit nader toelichten?,"[[0, 3, 'PER']]"
Herstel dat alsjeblieft.,"[[0, 7, 'LOC']]"
Herstel dat alstublieft.,"[[0, 7, 'LOC']]"
Corrigeer dat alsjeblieft.,"[[0, 9, 'LOC']]"
Corrigeer dat alstublieft.,"[[0, 9, 'LOC']]"
Je ziet er Europees uit.,"[[11, 19, 'MISC']]"
U ziet er Europees uit.,"[[10, 18, 'MISC']]"
Jullie zien er Europees uit.,"[[15, 23, 'ORG']]"
Corrigeer het alsjeblieft.,"[[0, 9, 'LOC']]"
Corrigeer het alstublieft.,"[[0, 9, 'LOC']]"
Tom heeft verfrissingen meegebracht.,"[[0, 3, 'PER']]"
Tom bracht verfrissingen mee.,"[[0, 3, 'PER']]"
Niets doet er echt toe.,"[[0, 5, 'MISC']]"
Herinner me er later aan.,"[[0, 8, 'PER']]"
Lees de meterstand af.,"[[0, 18, 'PER']]"
Open de motorkap.,"[[0, 17, 'MISC']]"
Kom alsjeblieft dorstig.,"[[0, 3, 'PER']]"
Kom alstublieft dorstig.,"[[0, 3, 'PER']]"
Wie richtte Disneyland op?,"[[12, 22, 'LOC']]"
Wie heeft Disneyland opgericht?,"[[10, 20, 'LOC']]"
Cicades zingen.,"[[0, 7, 'PER']]"
Vertrek onmiddellijk.,"[[0, 7, 'PER']]"
Kom alsjeblieft hongerig.,"[[0, 3, 'PER']]"
Kom alstublieft hongerig.,"[[0, 3, 'PER']]"
Solliciteer schriftelijk.,"[[0, 25, 'PER']]"
Joost mag het weten.,"[[0, 5, 'PER']]"
Joost mag weten waarom.,"[[0, 5, 'PER']]"
In het Duits kan men de tegenwoordige tijd zonder problemen toekomend gebruiken.,"[[7, 12, 'MISC']]"
Heeft u een boek in het Russisch?,"[[24, 33, 'MISC']]"
Amerika is verdeelder als nooit tevoren.,"[[0, 7, 'LOC']]"
Ik hoop naar Singapore terug te keren zodra ik daar nieuw werk vind.,"[[13, 22, 'LOC']]"
U kunt niet tegelijkertijd ongelukkig en volledig aanwezig in het Nu zijn.,"[[66, 68, 'LOC']]"
Tom zei dat Maria niet klaar was.,"[[0, 3, 'PER'], [12, 17, 'PER']]"
Tom zei dat Maria niet klaar was.,"[[0, 3, 'PER'], [12, 17, 'PER']]"
Tom zei dat jullie het zouden begrijpen.,"[[0, 3, 'PER']]"
De Taj Mahal is één van de zeven wereldwonderen.,"[[3, 12, 'LOC']]"
Tom gaat elke zondag met zijn ouders naar de kerk.,"[[0, 3, 'PER']]"
Tom zei dat hij niet naar ons feest zou komen.,"[[0, 3, 'PER']]"
Maria is een tachtiger.,"[[0, 5, 'PER']]"
Wist u dat Maria de zus van Tom was?,"[[11, 16, 'PER'], [28, 31, 'PER']]"
Wist u dat Maria de zus van Tom was?,"[[11, 16, 'PER'], [28, 31, 'PER']]"
Ik kijk er echt naar uit om Tom te leren kennen.,"[[28, 31, 'PER']]"
Doe je stropdas af.,"[[0, 3, 'PER']]"
Godverdetering!,"[[0, 15, 'PER']]"
Doe verdomme de deur dicht!,"[[0, 3, 'PER']]"
Tom is vergeten zijn laptop mee te nemen.,"[[0, 3, 'PER']]"
Wat is er aan de hand met Tom?,"[[26, 30, 'PER']]"
Wat is er mis met Tom?,"[[18, 22, 'PER']]"
Wat is er mis met Tom? Hij ziet een beetje bleek.,"[[18, 22, 'PER']]"
Houd u warm.,"[[0, 4, 'LOC']]"
Maak Tom blij.,"[[0, 8, 'PER']]"
Achteruit.,"[[0, 10, 'LOC']]"
"Controleer dat, alsjeblieft.","[[0, 10, 'LOC']]"
"Controleer dat, alstublieft.","[[0, 10, 'LOC']]"
Verzeker u ervan.,"[[0, 8, 'PER']]"
Verzeker je ervan.,"[[0, 8, 'PER']]"
Doe het hek op slot.,"[[0, 3, 'PER']]"
Maak jezelf toonbaar.,"[[0, 4, 'PER']]"
Maak uzelf toonbaar.,"[[0, 4, 'PER']]"
Jullie zijn geweldig.,"[[0, 6, 'PER']]"
Tom is straalbezopen.,"[[0, 3, 'LOC']]"
Tom is eerlijk.,"[[0, 3, 'LOC']]"
Jullie zijn hopeloos.,"[[0, 6, 'PER']]"
Tom is impulsief.,"[[0, 3, 'LOC']]"
Tom is inzichtvol.,"[[0, 3, 'LOC']]"
Tom is aardig.,"[[0, 3, 'PER']]"
Mist u Boston?,"[[0, 4, 'LOC'], [7, 14, 'ORG']]"
Mist u Boston?,"[[0, 4, 'LOC'], [7, 14, 'ORG']]"
"Catalonië, in het noordoosten van Spanje, is één van de meest welvarende regio's van het land.","[[34, 40, 'LOC']]"
Jullie zijn arrogant.,"[[0, 6, 'PER']]"
Tom wist de juiste vraag niet te stellen.,"[[0, 3, 'PER']]"
Wilt u dat hij het weet?,"[[0, 4, 'PER']]"
Tom heeft daarvoor geen tijd.,"[[0, 3, 'PER']]"
Tom laat zijn hond drie keer per dag uit.,"[[0, 3, 'PER']]"
Tom en Maria zeiden dat ze in bed wilden ontbijten.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Tom en Maria zeiden dat ze in bed wilden ontbijten.,"[[0, 3, 'PER'], [7, 12, 'PER']]"
Ik zorgde voor Toms kat.,"[[15, 19, 'LOC']]"
Tom heeft het waarschijnlijk meegenomen.,"[[0, 3, 'PER']]"
Wat maakt Amerika Amerika?,"[[10, 17, 'LOC']]"
Tom merkte dat Maria's handen trilden.,"[[0, 3, 'PER'], [15, 22, 'PER']]"
Tom merkte dat Maria's handen trilden.,"[[0, 3, 'PER'], [15, 22, 'PER']]"
Tom wilde dansen.,"[[0, 3, 'PER']]"
Tom zei dat hij geen promotie wilde.,"[[0, 3, 'PER']]"
Tom was geenszins tevreden.,"[[0, 3, 'PER']]"
"Dyslexie kan, indien op tijd gediagnosticeerd, grotendeels verholpen worden.","[[0, 8, 'LOC']]"
Tom sneed de kalkoen met een elektrisch mes.,"[[0, 3, 'PER']]"
Tom hoopte een kus te krijgen.,"[[0, 3, 'PER']]"
Tom leek helemaal niet overtuigd.,"[[0, 3, 'PER']]"
Mennad waste zijn handen.,"[[0, 6, 'LOC']]"
Ik kocht een spar om te versieren met Kerstmis.,"[[38, 47, 'LOC']]"
Ik ga met de auto naar een Japans restaurant.,"[[27, 33, 'LOC']]"
Tom begon te dansen.,"[[0, 3, 'PER']]"
De politie beschuldigde Sachiyo van de moord.,"[[24, 31, 'PER']]"
Tom moet betalen.,"[[0, 3, 'PER']]"
"Hij spreekt niet alleen Spaans, maar ook Frans.","[[24, 30, 'MISC'], [41, 47, 'PER']]"
"Hij spreekt niet alleen Spaans, maar ook Frans.","[[24, 30, 'MISC'], [41, 47, 'PER']]"
Sinds die tijd heeft een reeks pro-Europese regeringscoalities Moldavië geregeerd.,"[[63, 71, 'LOC']]"
Ik zal je Duits leren.,"[[10, 15, 'MISC']]"
Willen jullie in Duitsland wonen?,"[[17, 26, 'LOC']]"
Willen jullie in Boston wonen?,"[[17, 23, 'LOC']]"
Ik wilde in Parijs wonen.,"[[12, 18, 'LOC']]"
Dan wilde in Mexico wonen.,"[[13, 19, 'LOC']]"
"Ze vormen de oorzaak van veelvoorkomende ziekten zoals verkoudheid, griep en keelpijn.","[[68, 73, 'LOC']]"
Emily at een sinaasappel.,"[[0, 5, 'PER']]"
Tom bestelde sinaasappelsap.,"[[0, 3, 'PER']]"
Tom woont in Orange County.,"[[0, 3, 'PER'], [13, 27, 'LOC']]"
Tom woont in Orange County.,"[[0, 3, 'PER'], [13, 27, 'LOC']]"
Sami ving een oranje vlinder.,"[[0, 4, 'PER']]"
Tom eet geen sinaasappels.,"[[0, 3, 'PER']]"
Tom voelde zich overweldigd.,"[[0, 3, 'PER']]"
Tom voelde zich verantwoordelijk.,"[[0, 3, 'PER']]"
Tom voelde zich vreselijk.,"[[0, 3, 'PER']]"
New York is de drukste stad ter wereld.,"[[0, 8, 'LOC']]"
Darwin veranderde de manier waarop we de wereld zien.,"[[0, 6, 'PER']]"
